FL_DATE,CARRIER,FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_DELAY_NEW,ARR_DELAY_NEW,CANCELLED,CARRIER_DELAY,WEATHER_DELAY
1/1/2011,OO,6298,ABQ,SFO,600,15,14,0,,
1/2/2011,OO,6298,ABQ,SFO,600,0,3,0,,
1/3/2011,OO,6298,ABQ,SFO,600,0,0,0,,
1/4/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/5/2011,OO,6471,ABQ,LAX,602,0,6,0,,
1/6/2011,OO,6471,ABQ,LAX,602,0,3,0,,
1/7/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/10/2011,OO,6471,ABQ,LAX,602,0,2,0,,
1/11/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/12/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/13/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/14/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/17/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/18/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/19/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/20/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/21/2011,OO,6471,ABQ,LAX,602,1,0,0,,
1/24/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/25/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/26/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/27/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/28/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/31/2011,OO,6471,ABQ,LAX,602,0,0,0,,
1/8/2011,OO,6471,ABQ,LAX,604,0,0,0,,
1/15/2011,OO,6471,ABQ,LAX,604,0,0,0,,
1/22/2011,OO,6471,ABQ,LAX,604,0,0,0,,
1/29/2011,OO,6471,ABQ,LAX,604,0,0,0,,
1/3/2011,OO,6536,ABQ,LAX,645,0,8,0,,
1/9/2011,OO,6336,ABQ,SFO,651,6,8,0,,
1/16/2011,OO,6336,ABQ,SFO,651,0,,0,,
1/23/2011,OO,6336,ABQ,SFO,651,0,1,0,,
1/30/2011,OO,7034,ABQ,SFO,651,1,11,0,,
1/2/2011,OO,6536,ABQ,LAX,653,10,20,0,10,0
1/4/2011,OO,6695,ABQ,SFO,658,16,21,0,16,0
1/5/2011,OO,6695,ABQ,SFO,658,0,0,0,,
1/6/2011,OO,7034,ABQ,SFO,658,6,8,0,,
1/7/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/10/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/11/2011,OO,7034,ABQ,SFO,658,4,10,0,,
1/12/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/13/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/14/2011,OO,7034,ABQ,SFO,658,0,14,0,,
1/17/2011,OO,7034,ABQ,SFO,658,0,,0,,
1/18/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/19/2011,OO,7034,ABQ,SFO,658,5,9,0,,
1/20/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/21/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/24/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/25/2011,OO,7034,ABQ,SFO,658,0,6,0,,
1/26/2011,OO,7034,ABQ,SFO,658,0,0,0,,
1/27/2011,OO,7034,ABQ,SFO,658,0,4,0,,
1/28/2011,OO,7034,ABQ,SFO,658,9,0,0,,
1/31/2011,OO,7034,ABQ,SFO,658,4,0,0,,
1/8/2011,OO,7034,ABQ,SFO,659,0,8,0,,
1/15/2011,OO,7034,ABQ,SFO,659,0,0,0,,
1/22/2011,OO,7034,ABQ,SFO,659,0,3,0,,
1/29/2011,OO,7034,ABQ,SFO,659,0,0,0,,
1/2/2011,WN,3042,ABQ,OAK,800,22,18,0,9,0
1/3/2011,WN,2453,ABQ,LAX,805,33,47,0,31,0
1/3/2011,WN,257,ABQ,OAK,805,1,0,0,,
1/4/2011,WN,2453,ABQ,LAX,805,28,19,0,0,0
1/4/2011,WN,257,ABQ,OAK,805,28,15,0,10,0
1/9/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/9/2011,WN,696,ABQ,OAK,805,0,0,0,,
1/10/2011,WN,2487,ABQ,LAX,805,0,9,0,,
1/10/2011,WN,2095,ABQ,OAK,805,0,7,0,,
1/11/2011,WN,2487,ABQ,LAX,805,,,1,,
1/11/2011,WN,2095,ABQ,OAK,805,3,4,0,,
1/12/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/12/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/13/2011,WN,2487,ABQ,LAX,805,2,0,0,,
1/13/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/14/2011,WN,2487,ABQ,LAX,805,2,0,0,,
1/14/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/16/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/16/2011,WN,696,ABQ,OAK,805,0,0,0,,
1/17/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/17/2011,WN,2095,ABQ,OAK,805,0,,0,,
1/18/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/18/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/19/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/19/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/20/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/20/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/21/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/21/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/23/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/23/2011,WN,696,ABQ,OAK,805,0,0,0,,
1/24/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/24/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/25/2011,WN,2487,ABQ,LAX,805,13,0,0,,
1/25/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/26/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/26/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/27/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/27/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/28/2011,WN,2487,ABQ,LAX,805,1,0,0,,
1/28/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/30/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/30/2011,WN,696,ABQ,OAK,805,0,0,0,,
1/31/2011,WN,2487,ABQ,LAX,805,0,0,0,,
1/31/2011,WN,2095,ABQ,OAK,805,0,0,0,,
1/5/2011,WN,1061,ABQ,LAX,810,0,0,0,,
1/5/2011,WN,2356,ABQ,OAK,810,0,0,0,,
1/6/2011,WN,1061,ABQ,LAX,810,0,0,0,,
1/6/2011,WN,2356,ABQ,OAK,810,0,0,0,,
1/7/2011,WN,1061,ABQ,LAX,810,0,0,0,,
1/7/2011,WN,2356,ABQ,OAK,810,0,0,0,,
1/2/2011,WN,1377,ABQ,LAX,840,20,39,0,7,0
1/3/2011,WN,2294,ABQ,SAN,845,9,7,0,,
1/4/2011,WN,2294,ABQ,SAN,845,24,17,0,8,0
1/10/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/11/2011,WN,308,ABQ,SAN,855,19,4,0,,
1/12/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/13/2011,WN,308,ABQ,SAN,855,2,0,0,,
1/14/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/17/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/18/2011,WN,308,ABQ,SAN,855,5,0,0,,
1/19/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/20/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/21/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/24/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/25/2011,WN,308,ABQ,SAN,855,3,0,0,,
1/26/2011,WN,308,ABQ,SAN,855,0,0,0,,
1/27/2011,WN,308,ABQ,SAN,855,111,93,0,93,0
1/28/2011,WN,308,ABQ,SAN,855,3,0,0,,
1/31/2011,WN,308,ABQ,SAN,855,2,0,0,,
1/15/2011,WN,58,ABQ,LAX,915,0,0,0,,
1/15/2011,WN,1040,ABQ,OAK,915,4,0,0,,
1/22/2011,WN,58,ABQ,LAX,915,0,0,0,,
1/22/2011,WN,1040,ABQ,OAK,915,0,0,0,,
1/29/2011,WN,58,ABQ,LAX,915,0,0,0,,
1/29/2011,WN,1040,ABQ,OAK,915,0,0,0,,
1/1/2011,WN,2908,ABQ,LAX,920,7,8,0,,
1/1/2011,WN,319,ABQ,OAK,920,8,12,0,,
1/8/2011,WN,2908,ABQ,LAX,920,0,0,0,,
1/8/2011,WN,1478,ABQ,OAK,920,0,0,0,,
1/5/2011,WN,211,ABQ,SAN,925,0,0,0,,
1/6/2011,WN,211,ABQ,SAN,925,0,0,0,,
1/7/2011,WN,211,ABQ,SAN,925,0,0,0,,
1/2/2011,WN,187,ABQ,SAN,1015,34,20,0,20,0
1/1/2011,WN,1689,ABQ,SAN,1030,7,0,0,,
1/8/2011,WN,1689,ABQ,SAN,1030,81,61,0,61,0
1/4/2011,OO,6472,ABQ,LAX,1052,0,0,0,,
1/9/2011,OO,6472,ABQ,LAX,1052,0,0,0,,
1/16/2011,OO,6472,ABQ,LAX,1052,0,0,0,,
1/23/2011,OO,6472,ABQ,LAX,1052,0,0,0,,
1/30/2011,OO,6472,ABQ,LAX,1052,0,15,0,0,0
1/5/2011,OO,6472,ABQ,LAX,1056,5,0,0,,
1/6/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/7/2011,OO,6472,ABQ,LAX,1056,0,8,0,,
1/10/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/11/2011,OO,6472,ABQ,LAX,1056,,,1,,
1/12/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/13/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/14/2011,OO,6472,ABQ,LAX,1056,4,0,0,,
1/17/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/18/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/19/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/20/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/21/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/24/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/25/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/26/2011,OO,6472,ABQ,LAX,1056,0,2,0,,
1/27/2011,OO,6472,ABQ,LAX,1056,9,0,0,,
1/28/2011,OO,6472,ABQ,LAX,1056,24,20,0,14,0
1/31/2011,OO,6472,ABQ,LAX,1056,0,0,0,,
1/8/2011,OO,6588,ABQ,LAX,1106,0,0,0,,
1/15/2011,OO,6588,ABQ,LAX,1106,0,0,0,,
1/22/2011,OO,6588,ABQ,LAX,1106,0,3,0,,
1/29/2011,OO,6588,ABQ,LAX,1106,0,0,0,,
1/2/2011,OO,6483,ABQ,LAX,1116,10,23,0,0,0
1/1/2011,OO,6483,ABQ,LAX,1117,0,0,0,,
1/3/2011,OO,6483,ABQ,LAX,1120,0,10,0,,
1/15/2011,WN,945,ABQ,SAN,1135,0,0,0,,
1/22/2011,WN,945,ABQ,SAN,1135,2,0,0,,
1/29/2011,WN,945,ABQ,SAN,1135,0,0,0,,
1/3/2011,WN,1193,ABQ,LAX,1205,30,31,0,5,0
1/4/2011,WN,1193,ABQ,LAX,1205,8,0,0,,
1/1/2011,WN,1695,ABQ,LAX,1305,3,0,0,,
1/8/2011,WN,1651,ABQ,LAX,1305,0,0,0,,
1/5/2011,WN,647,ABQ,LAX,1340,14,0,0,,
1/6/2011,WN,647,ABQ,LAX,1340,6,1,0,,
1/7/2011,WN,647,ABQ,LAX,1340,7,0,0,,
1/2/2011,WN,22,ABQ,LAX,1415,14,18,0,5,0
1/5/2011,WN,709,ABQ,OAK,1420,0,0,0,,
1/6/2011,WN,709,ABQ,OAK,1420,22,14,0,,
1/7/2011,WN,709,ABQ,OAK,1420,24,4,0,,
1/9/2011,WN,3092,ABQ,LAX,1510,73,72,0,5,0
1/10/2011,WN,3092,ABQ,LAX,1510,26,29,0,7,0
1/11/2011,WN,3092,ABQ,LAX,1510,12,8,0,,
1/12/2011,WN,3092,ABQ,LAX,1510,10,0,0,,
1/13/2011,WN,3092,ABQ,LAX,1510,4,0,0,,
1/14/2011,WN,3092,ABQ,LAX,1510,7,0,0,,
1/16/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/17/2011,WN,3092,ABQ,LAX,1510,35,22,0,13,0
1/18/2011,WN,3092,ABQ,LAX,1510,14,0,0,,
1/19/2011,WN,3092,ABQ,LAX,1510,11,0,0,,
1/20/2011,WN,3092,ABQ,LAX,1510,19,0,0,,
1/21/2011,WN,3092,ABQ,LAX,1510,12,0,0,,
1/23/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/24/2011,WN,3092,ABQ,LAX,1510,4,0,0,,
1/25/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/26/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/27/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/28/2011,WN,3092,ABQ,LAX,1510,3,0,0,,
1/30/2011,WN,3092,ABQ,LAX,1510,0,0,0,,
1/31/2011,WN,3092,ABQ,LAX,1510,5,0,0,,
1/2/2011,WN,2157,ABQ,OAK,1525,23,9,0,,
1/15/2011,WN,1208,ABQ,LAX,1540,13,0,0,,
1/22/2011,WN,1208,ABQ,LAX,1540,39,35,0,1,0
1/29/2011,WN,1208,ABQ,LAX,1540,11,0,0,,
1/3/2011,WN,777,ABQ,OAK,1550,19,3,0,,
1/4/2011,WN,777,ABQ,OAK,1550,33,19,0,4,0
1/3/2011,WN,1405,ABQ,LAX,1600,10,12,0,,
1/4/2011,WN,1405,ABQ,LAX,1600,47,41,0,11,0
1/5/2011,WN,1235,ABQ,LAX,1600,35,17,0,2,0
1/6/2011,WN,1235,ABQ,LAX,1600,1,0,0,,
1/7/2011,WN,1235,ABQ,LAX,1600,3,0,0,,
1/2/2011,WN,695,ABQ,LAX,1615,22,47,0,10,0
1/15/2011,WN,398,ABQ,SAN,1650,2,0,0,,
1/22/2011,WN,398,ABQ,SAN,1650,1,0,0,,
1/29/2011,WN,398,ABQ,SAN,1650,0,0,0,,
1/8/2011,WN,2905,ABQ,SAN,1715,30,15,0,1,0
1/1/2011,WN,2473,ABQ,SAN,1720,44,32,0,16,0
1/5/2011,WN,2118,ABQ,SAN,1720,17,3,0,,
1/6/2011,WN,2118,ABQ,SAN,1720,1,1,0,,
1/7/2011,WN,2118,ABQ,SAN,1720,11,3,0,,
1/15/2011,WN,2920,ABQ,LAX,1745,21,2,0,,
1/22/2011,WN,2920,ABQ,LAX,1745,108,100,0,100,0
1/29/2011,WN,2920,ABQ,LAX,1745,0,0,0,,
1/1/2011,WN,1374,ABQ,LAX,1750,29,39,0,20,0
1/1/2011,WN,2040,ABQ,OAK,1750,86,83,0,32,0
1/8/2011,WN,1374,ABQ,LAX,1750,2,0,0,,
1/8/2011,WN,2040,ABQ,OAK,1750,12,10,0,,
1/9/2011,WN,1219,ABQ,OAK,1800,14,32,0,6,0
1/10/2011,WN,1219,ABQ,OAK,1800,9,14,0,,
1/11/2011,WN,1219,ABQ,OAK,1800,30,26,0,5,0
1/12/2011,WN,1219,ABQ,OAK,1800,4,0,0,,
1/13/2011,WN,1219,ABQ,OAK,1800,5,0,0,,
1/14/2011,WN,1219,ABQ,OAK,1800,15,6,0,,
1/16/2011,WN,1219,ABQ,OAK,1800,2,0,0,,
1/17/2011,WN,1219,ABQ,OAK,1800,6,8,0,,
1/18/2011,WN,1219,ABQ,OAK,1800,11,2,0,,
1/19/2011,WN,1219,ABQ,OAK,1800,5,0,0,,
1/20/2011,WN,1219,ABQ,OAK,1800,0,0,0,,
1/21/2011,WN,1219,ABQ,OAK,1800,15,7,0,,
1/23/2011,WN,1219,ABQ,OAK,1800,3,0,0,,
1/24/2011,WN,1219,ABQ,OAK,1800,0,0,0,,
1/25/2011,WN,1219,ABQ,OAK,1800,2,4,0,,
1/26/2011,WN,1219,ABQ,OAK,1800,3,0,0,,
1/27/2011,WN,1219,ABQ,OAK,1800,3,0,0,,
1/28/2011,WN,1219,ABQ,OAK,1800,1,0,0,,
1/30/2011,WN,1219,ABQ,OAK,1800,0,0,0,,
1/31/2011,WN,1219,ABQ,OAK,1800,24,19,0,0,0
1/2/2011,WN,277,ABQ,SAN,1830,34,31,0,5,0
1/9/2011,WN,726,ABQ,SAN,1830,28,25,0,6,0
1/10/2011,WN,726,ABQ,SAN,1830,143,145,0,0,0
1/11/2011,WN,726,ABQ,SAN,1830,13,10,0,,
1/12/2011,WN,726,ABQ,SAN,1830,1,0,0,,
1/13/2011,WN,726,ABQ,SAN,1830,20,10,0,,
1/14/2011,WN,726,ABQ,SAN,1830,14,0,0,,
1/16/2011,WN,726,ABQ,SAN,1830,40,20,0,5,0
1/17/2011,WN,726,ABQ,SAN,1830,25,15,0,9,0
1/18/2011,WN,726,ABQ,SAN,1830,24,14,0,,
1/19/2011,WN,726,ABQ,SAN,1830,18,10,0,,
1/20/2011,WN,726,ABQ,SAN,1830,6,0,0,,
1/21/2011,WN,726,ABQ,SAN,1830,8,0,0,,
1/23/2011,WN,726,ABQ,SAN,1830,1,0,0,,
1/24/2011,WN,726,ABQ,SAN,1830,0,0,0,,
1/25/2011,WN,726,ABQ,SAN,1830,0,0,0,,
1/26/2011,WN,726,ABQ,SAN,1830,13,1,0,,
1/27/2011,WN,726,ABQ,SAN,1830,14,0,0,,
1/28/2011,WN,726,ABQ,SAN,1830,10,0,0,,
1/30/2011,WN,726,ABQ,SAN,1830,39,34,0,6,0
1/31/2011,WN,726,ABQ,SAN,1830,19,6,0,,
1/9/2011,OO,6474,ABQ,LAX,1839,0,0,0,,
1/16/2011,OO,6474,ABQ,LAX,1839,5,0,0,,
1/23/2011,OO,6474,ABQ,LAX,1839,0,0,0,,
1/30/2011,OO,6474,ABQ,LAX,1839,0,0,0,,
1/3/2011,WN,3661,ABQ,SAN,1850,25,19,0,0,0
1/4/2011,OO,6474,ABQ,LAX,1850,2,0,0,,
1/4/2011,WN,3661,ABQ,SAN,1850,92,86,0,1,0
1/5/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/6/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/7/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/10/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/13/2011,OO,6474,ABQ,LAX,1850,45,35,0,0,0
1/14/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/17/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/20/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/21/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/24/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/27/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/28/2011,OO,6474,ABQ,LAX,1850,0,0,0,,
1/31/2011,OO,6474,ABQ,LAX,1850,6,0,0,,
1/5/2011,WN,2871,ABQ,OAK,1910,29,18,0,1,0
1/6/2011,WN,2871,ABQ,OAK,1910,4,0,0,,
1/7/2011,WN,2871,ABQ,OAK,1910,70,49,0,0,0
1/1/2011,OO,6744,ABQ,LAX,1911,4,21,0,0,0
1/2/2011,OO,6284,ABQ,LAX,1911,101,119,0,0,0
1/3/2011,OO,6284,ABQ,LAX,1911,,,1,,
1/3/2011,WN,42,ABQ,OAK,1930,29,11,0,,
1/4/2011,WN,42,ABQ,OAK,1930,35,19,0,0,0
1/2/2011,WN,3269,ABQ,LAX,2000,16,46,0,0,0
1/9/2011,WN,48,ABQ,LAX,2040,29,26,0,5,0
1/10/2011,WN,48,ABQ,LAX,2040,36,28,0,1,0
1/11/2011,WN,48,ABQ,LAX,2040,39,26,0,1,0
1/12/2011,WN,48,ABQ,LAX,2040,6,0,0,,
1/13/2011,WN,48,ABQ,LAX,2040,15,6,0,,
1/14/2011,WN,48,ABQ,LAX,2040,120,95,0,3,0
1/16/2011,WN,48,ABQ,LAX,2040,4,0,0,,
1/17/2011,WN,48,ABQ,LAX,2040,72,62,0,0,0
1/18/2011,WN,48,ABQ,LAX,2040,18,7,0,,
1/19/2011,WN,48,ABQ,LAX,2040,19,8,0,,
1/20/2011,WN,48,ABQ,LAX,2040,24,14,0,,
1/21/2011,WN,48,ABQ,LAX,2040,18,1,0,,
1/23/2011,WN,48,ABQ,LAX,2040,13,0,0,,
1/24/2011,WN,48,ABQ,LAX,2040,0,0,0,,
1/25/2011,WN,48,ABQ,LAX,2040,0,0,0,,
1/26/2011,WN,48,ABQ,LAX,2040,0,0,0,,
1/27/2011,WN,48,ABQ,LAX,2040,55,26,0,0,0
1/28/2011,WN,48,ABQ,LAX,2040,0,0,0,,
1/30/2011,WN,48,ABQ,LAX,2040,4,1,0,,
1/31/2011,WN,48,ABQ,LAX,2040,0,0,0,,
1/2/2011,WN,2771,ABQ,OAK,2055,35,32,0,8,0
1/5/2011,WN,1654,ABQ,LAX,2055,4,0,0,,
1/6/2011,WN,1654,ABQ,LAX,2055,2,0,0,,
1/7/2011,WN,1654,ABQ,LAX,2055,0,1,0,,
1/3/2011,WN,983,ABQ,LAX,2100,17,30,0,14,0
1/4/2011,WN,983,ABQ,LAX,2100,14,3,0,,
1/2/2011,OO,6612,ACV,SMF,528,5,17,0,5,0
1/3/2011,OO,6612,ACV,SMF,530,0,3,0,,
1/4/2011,OO,6630,ACV,SMF,530,15,29,0,0,15
1/5/2011,OO,6630,ACV,SMF,530,,,1,,
1/6/2011,OO,6630,ACV,SMF,530,,,1,,
1/7/2011,OO,6630,ACV,SMF,530,0,11,0,,
1/8/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/10/2011,OO,6630,ACV,SMF,530,0,35,0,0,0
1/11/2011,OO,6630,ACV,SMF,530,17,24,0,17,0
1/12/2011,OO,6630,ACV,SMF,530,0,2,0,,
1/13/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/14/2011,OO,6630,ACV,SMF,530,,,1,,
1/15/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/17/2011,OO,6630,ACV,SMF,530,,,1,,
1/18/2011,OO,6630,ACV,SMF,530,0,5,0,,
1/19/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/20/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/21/2011,OO,6630,ACV,SMF,530,,,1,,
1/22/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/24/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/25/2011,OO,6630,ACV,SMF,530,0,0,0,,
1/26/2011,OO,6630,ACV,SMF,530,,,1,,
1/27/2011,OO,6630,ACV,SMF,530,,,1,,
1/28/2011,OO,6630,ACV,SMF,530,,,1,,
1/29/2011,OO,6630,ACV,SMF,530,0,4,0,,
1/31/2011,OO,6630,ACV,SMF,530,2,0,0,,
1/2/2011,OO,6558,ACV,SFO,600,2,0,0,,
1/3/2011,OO,6558,ACV,SFO,600,0,0,0,,
1/4/2011,OO,6921,ACV,SFO,600,17,16,0,16,0
1/5/2011,OO,6921,ACV,SFO,600,0,2,0,,
1/6/2011,OO,6921,ACV,SFO,600,25,22,0,22,0
1/7/2011,OO,6921,ACV,SFO,600,0,3,0,,
1/8/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/9/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/10/2011,OO,6921,ACV,SFO,600,9,0,0,,
1/11/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/12/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/13/2011,OO,6921,ACV,SFO,600,0,3,0,,
1/14/2011,OO,6921,ACV,SFO,600,0,2,0,,
1/15/2011,OO,6921,ACV,SFO,600,17,7,0,,
1/16/2011,OO,6921,ACV,SFO,600,323,319,0,0,0
1/17/2011,OO,6921,ACV,SFO,600,,,1,,
1/18/2011,OO,6921,ACV,SFO,600,,,1,,
1/19/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/20/2011,OO,6921,ACV,SFO,600,2,0,0,,
1/21/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/22/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/23/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/24/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/25/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/26/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/27/2011,OO,6921,ACV,SFO,600,0,12,0,,
1/28/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/29/2011,OO,6921,ACV,SFO,600,0,15,0,0,0
1/30/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/31/2011,OO,6921,ACV,SFO,600,0,0,0,,
1/1/2011,OO,6846,ACV,SFO,800,61,85,0,0,0
1/8/2011,OO,6935,ACV,CEC,807,0,0,0,,
1/15/2011,OO,6935,ACV,CEC,807,0,0,0,,
1/22/2011,OO,6935,ACV,CEC,807,63,65,0,0,0
1/29/2011,OO,6935,ACV,CEC,807,0,0,0,,
1/4/2011,OO,6935,ACV,CEC,809,20,17,0,0,0
1/5/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/6/2011,OO,6935,ACV,CEC,809,0,12,0,,
1/7/2011,OO,6935,ACV,CEC,809,8,10,0,,
1/10/2011,OO,6935,ACV,CEC,809,63,62,0,0,0
1/11/2011,OO,6935,ACV,CEC,809,12,8,0,,
1/12/2011,OO,6935,ACV,CEC,809,0,1,0,,
1/13/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/14/2011,OO,6935,ACV,CEC,809,110,104,0,0,0
1/17/2011,OO,6935,ACV,CEC,809,0,12,0,,
1/18/2011,OO,6935,ACV,CEC,809,17,15,0,6,0
1/19/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/20/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/21/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/24/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/25/2011,OO,6935,ACV,CEC,809,0,5,0,,
1/26/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/27/2011,OO,6935,ACV,CEC,809,0,0,0,,
1/28/2011,OO,6935,ACV,CEC,809,0,2,0,,
1/31/2011,OO,6935,ACV,CEC,809,5,6,0,,
1/2/2011,OO,6948,ACV,CEC,810,2,4,0,,
1/3/2011,OO,6948,ACV,CEC,810,,,1,,
1/2/2011,OO,6717,ACV,SFO,839,113,129,0,0,0
1/3/2011,OO,6717,ACV,SFO,839,12,0,0,,
1/1/2011,OO,6717,ACV,SFO,840,73,76,0,0,0
1/4/2011,OO,6329,ACV,SFO,845,4,8,0,,
1/5/2011,OO,6329,ACV,SFO,845,0,0,0,,
1/6/2011,OO,6329,ACV,SFO,845,67,73,0,0,0
1/7/2011,OO,6329,ACV,SFO,845,,,1,,
1/10/2011,OO,6329,ACV,SFO,845,0,0,0,,
1/11/2011,OO,6329,ACV,SFO,845,38,33,0,0,0
1/12/2011,OO,6329,ACV,SFO,845,0,0,0,,
1/13/2011,OO,6329,ACV,SFO,845,77,103,0,0,0
1/14/2011,OO,6329,ACV,SFO,845,75,86,0,0,0
1/17/2011,OO,6329,ACV,SFO,845,385,377,0,353,0
1/18/2011,OO,6329,ACV,SFO,845,,,1,,
1/19/2011,OO,6329,ACV,SFO,845,6,0,0,,
1/20/2011,OO,6329,ACV,SFO,845,11,10,0,,
