FL_DATE,FL_NUM,ORIGIN,DEST,CANCELLED
1/2/2011,6948,ACV,CEC,0
1/3/2011,6717,ACV,SFO,0
1/2/2011,6717,ACV,SFO,0
1/1/2011,6717,ACV,SFO,0
1/6/2011,6329,ACV,SFO,0
1/5/2011,6329,ACV,SFO,0
1/4/2011,6329,ACV,SFO,0
1/25/2011,6329,ACV,SFO,0
1/26/2011,6329,ACV,SFO,0
1/27/2011,6329,ACV,SFO,0
1/28/2011,6329,ACV,SFO,0
1/20/2011,6329,ACV,SFO,0
1/21/2011,6329,ACV,SFO,0
1/24/2011,6329,ACV,SFO,0
1/18/2011,6329,ACV,SFO,1
1/17/2011,6329,ACV,SFO,0
1/19/2011,6329,ACV,SFO,0
1/10/2011,6329,ACV,SFO,0
1/11/2011,6329,ACV,SFO,0
1/7/2011,6329,ACV,SFO,1
1/13/2011,6329,ACV,SFO,0
1/12/2011,6329,ACV,SFO,0
1/14/2011,6329,ACV,SFO,0
1/31/2011,6329,ACV,SFO,0
1/23/2011,6329,ACV,SFO,0
1/16/2011,6329,ACV,SFO,1
1/9/2011,6329,ACV,SFO,0
1/30/2011,6329,ACV,SFO,0
1/22/2011,6329,ACV,SFO,0
1/15/2011,6329,ACV,SFO,0
1/8/2011,6329,ACV,SFO,0
1/29/2011,6329,ACV,SFO,0
1/7/2011,6821,ACV,RDD,0
1/5/2011,6854,ACV,SFO,0
1/4/2011,6854,ACV,SFO,0
1/19/2011,6854,ACV,SFO,0
1/21/2011,6854,ACV,SFO,1
1/20/2011,6854,ACV,SFO,0
1/27/2011,6854,ACV,SFO,0
1/24/2011,6854,ACV,SFO,0
1/25/2011,6854,ACV,SFO,0
1/26/2011,6854,ACV,SFO,0
1/14/2011,6854,ACV,SFO,0
1/17/2011,6854,ACV,SFO,0
1/18/2011,6854,ACV,SFO,1
1/6/2011,6854,ACV,SFO,0
1/7/2011,6854,ACV,SFO,0
1/10/2011,6854,ACV,SFO,0
1/11/2011,6854,ACV,SFO,0
1/13/2011,6854,ACV,SFO,0
1/12/2011,6854,ACV,SFO,0
1/28/2011,6854,ACV,SFO,0
1/31/2011,6854,ACV,SFO,0
1/23/2011,6854,ACV,SFO,0
1/16/2011,6854,ACV,SFO,0
1/9/2011,6854,ACV,SFO,0
1/30/2011,6854,ACV,SFO,0
1/1/2011,7040,ACV,SFO,0
1/2/2011,7040,ACV,SFO,0
1/3/2011,7040,ACV,SFO,0
1/22/2011,6663,ACV,SFO,0
1/15/2011,6663,ACV,SFO,0
1/8/2011,6663,ACV,SFO,0
1/29/2011,6663,ACV,SFO,0
1/1/2011,6416,ACV,SFO,0
1/2/2011,6416,ACV,SFO,1
1/3/2011,6416,ACV,SFO,0
1/23/2011,7038,ACV,SFO,0
1/16/2011,7038,ACV,SFO,0
1/9/2011,7038,ACV,SFO,0
1/30/2011,7038,ACV,SFO,0
1/5/2011,7038,ACV,SFO,0
1/4/2011,7038,ACV,SFO,0
1/26/2011,7038,ACV,SFO,0
1/25/2011,7038,ACV,SFO,0
1/27/2011,7038,ACV,SFO,0
1/24/2011,7038,ACV,SFO,0
1/20/2011,7038,ACV,SFO,0
1/21/2011,7038,ACV,SFO,0
1/22/2011,7038,ACV,SFO,0
1/19/2011,7038,ACV,SFO,0
1/15/2011,7038,ACV,SFO,0
1/14/2011,7038,ACV,SFO,0
1/17/2011,7038,ACV,SFO,0
1/18/2011,7038,ACV,SFO,0
1/8/2011,7038,ACV,SFO,0
1/7/2011,7038,ACV,SFO,0
1/6/2011,7038,ACV,SFO,0
1/10/2011,7038,ACV,SFO,0
1/11/2011,7038,ACV,SFO,0
1/13/2011,7038,ACV,SFO,0
1/12/2011,7038,ACV,SFO,0
1/28/2011,7038,ACV,SFO,0
1/29/2011,7038,ACV,SFO,0
1/31/2011,7038,ACV,SFO,0
1/1/2011,6322,ACV,SFO,0
1/2/2011,6322,ACV,SFO,0
1/3/2011,6322,ACV,SFO,0
1/23/2011,7023,ACV,SFO,0
1/16/2011,7023,ACV,SFO,0
1/9/2011,7023,ACV,SFO,0
1/30/2011,7023,ACV,SFO,0
1/4/2011,7023,ACV,SFO,0
1/5/2011,7023,ACV,SFO,0
1/19/2011,7023,ACV,SFO,0
1/21/2011,7023,ACV,SFO,0
1/20/2011,7023,ACV,SFO,0
1/24/2011,7023,ACV,SFO,0
1/27/2011,7023,ACV,SFO,0
1/25/2011,7023,ACV,SFO,0
1/26/2011,7023,ACV,SFO,0
1/18/2011,7023,ACV,SFO,0
1/17/2011,7023,ACV,SFO,0
1/14/2011,7023,ACV,SFO,0
1/11/2011,7023,ACV,SFO,0
1/10/2011,7023,ACV,SFO,0
1/6/2011,7023,ACV,SFO,0
1/7/2011,7023,ACV,SFO,0
1/12/2011,7023,ACV,SFO,0
1/13/2011,7023,ACV,SFO,0
1/31/2011,7023,ACV,SFO,0
1/28/2011,7023,ACV,SFO,0
1/22/2011,6852,ACV,SFO,0
1/15/2011,6852,ACV,SFO,0
1/8/2011,6852,ACV,SFO,0
1/29/2011,6852,ACV,SFO,0
1/1/2011,6852,ACV,SFO,0
1/3/2011,6852,ACV,SFO,0
1/2/2011,6852,ACV,SFO,0
1/23/2011,6851,ACV,SFO,0
1/16/2011,6851,ACV,SFO,0
1/9/2011,6851,ACV,SFO,0
1/30/2011,6851,ACV,SFO,0
1/4/2011,6671,ACV,SFO,0
1/5/2011,6671,ACV,SFO,0
1/20/2011,6671,ACV,SFO,0
1/21/2011,6671,ACV,SFO,0
1/26/2011,6671,ACV,SFO,0
1/25/2011,6671,ACV,SFO,0
1/27/2011,6671,ACV,SFO,0
1/24/2011,6671,ACV,SFO,0
1/19/2011,6671,ACV,SFO,0
1/17/2011,6671,ACV,SFO,0
1/18/2011,6671,ACV,SFO,0
1/6/2011,6671,ACV,SFO,0
1/7/2011,6671,ACV,SFO,0
1/10/2011,6671,ACV,SFO,0
1/11/2011,6671,ACV,SFO,0
1/12/2011,6671,ACV,SFO,0
1/13/2011,6671,ACV,SFO,0
1/14/2011,6671,ACV,SFO,0
1/31/2011,6671,ACV,SFO,0
1/28/2011,6671,ACV,SFO,0
1/2/2011,6977,ACV,SMF,0
1/3/2011,6977,ACV,SMF,0
1/1/2011,6977,ACV,SMF,0
1/5/2011,6967,ACV,SMF,0
1/4/2011,6967,ACV,SMF,0
1/19/2011,6967,ACV,SMF,1
1/20/2011,6967,ACV,SMF,0
1/21/2011,6967,ACV,SMF,0
1/27/2011,6967,ACV,SMF,1
1/24/2011,6967,ACV,SMF,0
1/26/2011,6967,ACV,SMF,0
1/25/2011,6967,ACV,SMF,0
1/14/2011,6967,ACV,SMF,0
1/17/2011,6967,ACV,SMF,0
1/18/2011,6967,ACV,SMF,0
1/11/2011,6967,ACV,SMF,0
1/10/2011,6967,ACV,SMF,0
1/6/2011,6967,ACV,SMF,0
1/7/2011,6967,ACV,SMF,0
1/13/2011,6967,ACV,SMF,0
1/12/2011,6967,ACV,SMF,0
1/28/2011,6967,ACV,SMF,1
1/31/2011,6967,ACV,SMF,0
1/23/2011,6967,ACV,SMF,0
1/16/2011,6967,ACV,SMF,0
1/9/2011,6967,ACV,SMF,0
1/30/2011,6967,ACV,SMF,0
1/9/2011,6609,ACV,SFO,0
1/23/2011,6887,ACV,SFO,0
1/16/2011,6887,ACV,SFO,0
1/30/2011,6887,ACV,SFO,0
1/2/2011,6470,ACV,SFO,1
1/1/2011,6262,ACV,SFO,0
1/3/2011,6848,ACV,SFO,0
1/23/2011,6975,ASE,SFO,0
1/16/2011,6975,ASE,SFO,0
1/9/2011,6975,ASE,SFO,1
1/30/2011,6975,ASE,SFO,0
1/2/2011,6373,ASE,LAX,0
1/3/2011,6373,ASE,LAX,0
1/26/2011,6975,ASE,SFO,0
1/25/2011,6975,ASE,SFO,0
1/27/2011,6975,ASE,SFO,0
1/31/2011,6975,ASE,SFO,0
1/28/2011,6975,ASE,SFO,0
1/19/2011,6908,ASE,SFO,0
1/21/2011,6908,ASE,SFO,0
1/24/2011,6908,ASE,SFO,0
1/20/2011,6908,ASE,SFO,0
1/14/2011,6908,ASE,SFO,0
1/17/2011,6908,ASE,SFO,1
1/18/2011,6908,ASE,SFO,0
1/10/2011,6908,ASE,SFO,1
1/11/2011,6908,ASE,SFO,0
1/7/2011,6908,ASE,SFO,0
1/6/2011,6908,ASE,SFO,0
1/12/2011,6908,ASE,SFO,0
1/13/2011,6908,ASE,SFO,0
1/1/2011,6685,ASE,SFO,0
1/5/2011,6497,ASE,SFO,0
1/4/2011,6497,ASE,SFO,0
1/22/2011,6975,ASE,SFO,0
1/15/2011,6975,ASE,SFO,0
1/29/2011,6975,ASE,SFO,0
1/8/2011,6975,ASE,SFO,0
1/2/2011,6685,ASE,SFO,0
1/3/2011,6685,ASE,SFO,0
1/23/2011,6940,ASE,LAX,0
1/16/2011,6940,ASE,LAX,0
1/9/2011,6940,ASE,LAX,1
1/30/2011,6940,ASE,LAX,0
1/5/2011,6940,ASE,LAX,0
1/25/2011,6940,ASE,LAX,0
1/26/2011,6940,ASE,LAX,0
1/27/2011,6940,ASE,LAX,0
1/24/2011,6940,ASE,LAX,0
1/20/2011,6940,ASE,LAX,0
1/21/2011,6940,ASE,LAX,0
1/19/2011,6940,ASE,LAX,1
1/18/2011,6940,ASE,LAX,0
1/17/2011,6940,ASE,LAX,1
1/14/2011,6940,ASE,LAX,0
1/6/2011,6940,ASE,LAX,0
1/7/2011,6940,ASE,LAX,0
1/11/2011,6940,ASE,LAX,0
1/10/2011,6940,ASE,LAX,0
1/13/2011,6940,ASE,LAX,0
1/12/2011,6940,ASE,LAX,0
1/31/2011,6940,ASE,LAX,0
1/28/2011,6940,ASE,LAX,0
1/4/2011,6940,ASE,LAX,0
1/22/2011,6940,ASE,LAX,0
1/15/2011,6940,ASE,LAX,0
1/8/2011,6940,ASE,LAX,0
1/29/2011,6940,ASE,LAX,0
1/1/2011,6964,ASE,LAX,0
1/2/2011,6964,ASE,LAX,0
1/3/2011,6964,ASE,LAX,0
1/22/2011,6503,ASE,SFO,0
1/8/2011,6503,ASE,SFO,0
1/15/2011,6503,ASE,SFO,0
1/29/2011,6503,ASE,SFO,1
1/2/2011,7018,ASE,LAX,0
1/1/2011,7018,ASE,LAX,0
1/3/2011,6854,ASE,LAX,0
1/8/2011,6855,ASE,LAX,0
1/29/2011,6855,ASE,LAX,0
1/22/2011,6855,ASE,LAX,0
1/15/2011,6855,ASE,LAX,0
1/30/2011,6627,ASE,LAX,0
1/23/2011,6627,ASE,LAX,0
1/16/2011,6627,ASE,LAX,0
1/9/2011,6627,ASE,LAX,1
