"","DATE","ORIGIN","DEST","DEP_DELAY_GROUP","ARR_DELAY_GROUP","DEP","ARR"
"1",1,"ABQ","SFO",1,0,6,7
"2",3,"ABQ","SFO",-1,-1,6,7
"3",2,"ABQ","SFO",-1,0,6,7
"4",7,"ABQ","LAX",-1,-1,6,7
"5",4,"ABQ","LAX",-1,-1,6,7
"6",5,"ABQ","LAX",-1,0,6,7
"7",6,"ABQ","LAX",-1,0,6,7
"8",25,"ABQ","LAX",-1,-1,6,7
"9",26,"ABQ","LAX",-1,-1,6,7
"10",27,"ABQ","LAX",-1,-2,6,7
"11",20,"ABQ","LAX",-1,-2,6,7
"12",21,"ABQ","LAX",0,-1,6,7
"13",24,"ABQ","LAX",-1,-2,6,7
"14",18,"ABQ","LAX",-1,-1,6,7
"15",17,"ABQ","LAX",-1,-1,6,7
"16",19,"ABQ","LAX",-1,-1,6,7
"17",11,"ABQ","LAX",-1,-1,6,7
"18",10,"ABQ","LAX",-1,0,6,7
"19",12,"ABQ","LAX",-1,-1,6,7
"20",13,"ABQ","LAX",-1,-2,6,7
"21",14,"ABQ","LAX",-1,-2,6,7
"22",28,"ABQ","LAX",-1,-2,6,7
"23",31,"ABQ","LAX",-1,-1,6,7
"24",22,"ABQ","LAX",-1,-2,6,7
"25",15,"ABQ","LAX",-1,-2,6,7
"26",29,"ABQ","LAX",-1,-1,6,7
"27",8,"ABQ","LAX",-2,-2,6,7
"28",3,"ABQ","LAX",-1,0,6,7
"30",9,"ABQ","SFO",0,0,6,8
"31",23,"ABQ","SFO",-1,0,6,8
"32",30,"ABQ","SFO",0,0,6,8
"33",2,"ABQ","LAX",0,1,6,7
"34",4,"ABQ","SFO",1,1,6,8
"35",5,"ABQ","SFO",-1,-2,6,8
"37",26,"ABQ","SFO",-1,-1,6,8
"38",25,"ABQ","SFO",-1,0,6,8
"39",27,"ABQ","SFO",-1,0,6,8
"40",24,"ABQ","SFO",-1,-2,6,8
"41",20,"ABQ","SFO",-1,-1,6,8
"42",21,"ABQ","SFO",-1,-1,6,8
"43",19,"ABQ","SFO",0,0,6,8
"44",14,"ABQ","SFO",-1,0,6,8
"45",18,"ABQ","SFO",-1,-2,6,8
"46",7,"ABQ","SFO",-1,-2,6,8
"47",6,"ABQ","SFO",0,0,6,8
"48",10,"ABQ","SFO",-1,-1,6,8
"49",11,"ABQ","SFO",0,0,6,8
"50",13,"ABQ","SFO",-1,-2,6,8
"51",12,"ABQ","SFO",-1,-1,6,8
"52",28,"ABQ","SFO",0,-1,6,8
"53",31,"ABQ","SFO",0,-1,6,8
"54",22,"ABQ","SFO",-1,0,6,8
"55",15,"ABQ","SFO",-1,-1,6,8
"56",8,"ABQ","SFO",-1,0,6,8
"57",29,"ABQ","SFO",-1,-1,6,8
"58",2,"ABQ","OAK",1,1,8,9
"59",3,"ABQ","LAX",2,3,8,9
"60",3,"ABQ","OAK",0,-1,8,9
"61",4,"ABQ","LAX",1,1,8,9
"62",4,"ABQ","OAK",1,1,8,9
"63",9,"ABQ","LAX",-1,-1,8,9
"64",9,"ABQ","OAK",-1,-1,8,9
"65",10,"ABQ","LAX",0,0,8,9
"66",10,"ABQ","OAK",0,0,8,9
"68",11,"ABQ","OAK",0,0,8,9
"69",12,"ABQ","LAX",-1,-2,8,9
"70",12,"ABQ","OAK",-1,-1,8,9
"71",13,"ABQ","LAX",0,-1,8,9
"72",13,"ABQ","OAK",-1,-1,8,9
"73",14,"ABQ","LAX",0,-1,8,9
"74",14,"ABQ","OAK",0,-1,8,9
"75",16,"ABQ","LAX",-1,-2,8,9
"76",16,"ABQ","OAK",-1,-2,8,9
"77",17,"ABQ","LAX",-1,-1,8,9
"79",18,"ABQ","LAX",-1,-1,8,9
"80",18,"ABQ","OAK",-1,-1,8,9
"81",19,"ABQ","LAX",-1,-1,8,9
"82",19,"ABQ","OAK",-1,-1,8,9
"83",20,"ABQ","LAX",-1,-2,8,9
"84",20,"ABQ","OAK",-1,-2,8,9
"85",21,"ABQ","LAX",-1,-1,8,9
"86",21,"ABQ","OAK",-1,-1,8,9
"87",23,"ABQ","LAX",-1,-1,8,9
"88",23,"ABQ","OAK",-1,-2,8,9
"89",24,"ABQ","LAX",-1,-2,8,9
"90",24,"ABQ","OAK",-1,-1,8,9
"91",25,"ABQ","LAX",0,-1,8,9
"92",25,"ABQ","OAK",-1,-2,8,9
"93",26,"ABQ","LAX",-1,-1,8,9
"94",26,"ABQ","OAK",-1,-2,8,9
"95",27,"ABQ","LAX",0,-2,8,9
"96",27,"ABQ","OAK",-1,-2,8,9
"97",28,"ABQ","LAX",0,-2,8,9
"98",28,"ABQ","OAK",-1,-2,8,9
"99",30,"ABQ","LAX",-1,-1,8,9
"100",30,"ABQ","OAK",-1,-1,8,9
"101",31,"ABQ","LAX",-1,-1,8,9
"102",31,"ABQ","OAK",-1,-2,8,9
"103",5,"ABQ","LAX",-1,-1,8,9
"104",5,"ABQ","OAK",-1,-2,8,9
"105",6,"ABQ","LAX",-1,-1,8,9
"106",6,"ABQ","OAK",0,-2,8,9
"107",7,"ABQ","LAX",-1,-1,8,9
"108",7,"ABQ","OAK",0,-1,8,9
"109",2,"ABQ","LAX",1,2,8,9
"110",3,"ABQ","SAN",0,0,8,9
"111",4,"ABQ","SAN",1,1,8,9
"112",10,"ABQ","SAN",-1,-1,8,9
"113",11,"ABQ","SAN",1,0,8,9
"114",12,"ABQ","SAN",-1,-2,8,9
"115",13,"ABQ","SAN",0,-1,8,9
"116",14,"ABQ","SAN",-1,-2,8,9
"117",17,"ABQ","SAN",0,-2,8,9
"118",18,"ABQ","SAN",0,-1,8,9
"119",19,"ABQ","SAN",-1,-1,8,9
"120",20,"ABQ","SAN",0,-2,8,9
"121",21,"ABQ","SAN",-1,-2,8,9
"122",24,"ABQ","SAN",-1,-2,8,9
"123",25,"ABQ","SAN",0,-1,8,9
"124",26,"ABQ","SAN",-1,-2,8,9
"125",27,"ABQ","SAN",7,6,8,9
"126",28,"ABQ","SAN",0,-2,8,9
"127",31,"ABQ","SAN",0,-1,8,9
"128",15,"ABQ","LAX",-1,-2,9,10
"129",15,"ABQ","OAK",0,-1,9,10
"130",22,"ABQ","LAX",-1,-2,9,10
"131",22,"ABQ","OAK",-1,-2,9,10
"132",29,"ABQ","LAX",-1,-2,9,10
"133",29,"ABQ","OAK",-1,-2,9,10
"134",1,"ABQ","LAX",0,0,9,10
"135",1,"ABQ","OAK",0,0,9,10
"136",8,"ABQ","LAX",-1,-1,9,10
"137",8,"ABQ","OAK",-1,-1,9,10
"138",5,"ABQ","SAN",0,-2,9,10
"139",6,"ABQ","SAN",-1,-1,9,10
"140",7,"ABQ","SAN",0,-1,9,10
"141",2,"ABQ","SAN",2,1,10,11
"142",1,"ABQ","SAN",0,-1,10,11
"143",8,"ABQ","SAN",5,4,10,11
"144",4,"ABQ","LAX",-1,-1,10,12
"145",23,"ABQ","LAX",-1,-2,10,12
"146",16,"ABQ","LAX",-1,-1,10,12
"147",9,"ABQ","LAX",-1,-1,10,12
"148",30,"ABQ","LAX",-1,1,10,12
"149",5,"ABQ","LAX",0,-1,10,12
"150",24,"ABQ","LAX",-1,-1,10,12
"151",21,"ABQ","LAX",-1,-1,10,12
"152",20,"ABQ","LAX",-1,-2,10,12
"153",27,"ABQ","LAX",0,-1,10,12
"154",26,"ABQ","LAX",-1,0,10,12
"155",25,"ABQ","LAX",-1,-2,10,12
"156",19,"ABQ","LAX",-1,-2,10,12
"157",17,"ABQ","LAX",-1,-1,10,12
"158",18,"ABQ","LAX",-1,-2,10,12
"159",10,"ABQ","LAX",-1,-1,10,12
"161",7,"ABQ","LAX",-1,0,10,12
"162",14,"ABQ","LAX",0,-1,10,12
"163",13,"ABQ","LAX",-1,-1,10,12
"164",12,"ABQ","LAX",-1,-1,10,12
"165",31,"ABQ","LAX",-1,-2,10,12
"166",28,"ABQ","LAX",1,1,10,12
"167",6,"ABQ","LAX",0,-1,10,12
"168",22,"ABQ","LAX",-1,0,11,12
"169",8,"ABQ","LAX",-1,-1,11,12
"170",15,"ABQ","LAX",-1,-1,11,12
"171",29,"ABQ","LAX",-1,-2,11,12
"172",2,"ABQ","LAX",0,1,11,12
"173",1,"ABQ","LAX",-1,-1,11,12
"174",3,"ABQ","LAX",-1,0,11,12
"175",15,"ABQ","SAN",-1,-1,11,12
"176",22,"ABQ","SAN",0,-1,11,12
"177",29,"ABQ","SAN",-1,-2,11,12
"178",3,"ABQ","LAX",2,2,12,13
"179",4,"ABQ","LAX",0,-1,12,13
"180",1,"ABQ","LAX",0,-1,13,14
"181",8,"ABQ","LAX",-1,-1,13,14
"182",5,"ABQ","LAX",0,-1,13,14
"183",6,"ABQ","LAX",0,0,13,14
"184",7,"ABQ","LAX",0,-1,13,14
"185",2,"ABQ","LAX",0,1,14,15
"186",5,"ABQ","OAK",0,-1,14,15
"187",6,"ABQ","OAK",1,0,14,15
"188",7,"ABQ","OAK",1,0,14,15
"189",9,"ABQ","LAX",4,4,15,16
"190",10,"ABQ","LAX",1,1,15,16
"191",11,"ABQ","LAX",0,0,15,16
"192",12,"ABQ","LAX",0,-1,15,16
"193",13,"ABQ","LAX",0,-1,15,16
"194",14,"ABQ","LAX",0,-1,15,16
"195",16,"ABQ","LAX",-1,-2,15,16
"196",17,"ABQ","LAX",2,1,15,16
"197",18,"ABQ","LAX",0,-1,15,16
"198",19,"ABQ","LAX",0,-1,15,16
"199",20,"ABQ","LAX",1,-1,15,16
"200",21,"ABQ","LAX",0,-1,15,16
"201",23,"ABQ","LAX",0,-2,15,16
"202",24,"ABQ","LAX",0,-1,15,16
"203",25,"ABQ","LAX",-1,-2,15,16
"204",26,"ABQ","LAX",0,-2,15,16
"205",27,"ABQ","LAX",-1,-2,15,16
"206",28,"ABQ","LAX",0,-2,15,16
"207",30,"ABQ","LAX",-1,-1,15,16
"208",31,"ABQ","LAX",0,-1,15,16
"209",2,"ABQ","OAK",1,0,15,17
"210",15,"ABQ","LAX",0,-1,15,16
"211",22,"ABQ","LAX",2,2,15,16
"212",29,"ABQ","LAX",0,0,15,16
"213",3,"ABQ","OAK",1,0,15,17
"214",4,"ABQ","OAK",2,1,15,17
"215",3,"ABQ","LAX",0,0,16,17
"216",4,"ABQ","LAX",3,2,16,17
"217",5,"ABQ","LAX",2,1,16,17
"218",6,"ABQ","LAX",0,-1,16,17
"219",7,"ABQ","LAX",0,-1,16,17
"220",2,"ABQ","LAX",1,3,16,17
"221",15,"ABQ","SAN",0,-2,16,17
"222",22,"ABQ","SAN",0,-1,16,17
"223",29,"ABQ","SAN",-1,-1,16,17
"224",8,"ABQ","SAN",2,1,17,18
"225",1,"ABQ","SAN",2,2,17,18
"226",5,"ABQ","SAN",1,0,17,18
"227",6,"ABQ","SAN",0,0,17,18
"228",7,"ABQ","SAN",0,0,17,18
"229",15,"ABQ","LAX",1,0,17,18
"230",22,"ABQ","LAX",7,6,17,18
"231",29,"ABQ","LAX",0,-1,17,18
"232",1,"ABQ","LAX",1,2,17,18
"233",1,"ABQ","OAK",5,5,17,19
"234",8,"ABQ","LAX",0,-1,17,18
"235",8,"ABQ","OAK",0,0,17,19
"236",9,"ABQ","OAK",0,2,18,19
"237",10,"ABQ","OAK",0,0,18,19
"238",11,"ABQ","OAK",2,1,18,19
"239",12,"ABQ","OAK",0,-1,18,19
"240",13,"ABQ","OAK",0,-1,18,19
"241",14,"ABQ","OAK",1,0,18,19
"242",16,"ABQ","OAK",0,-1,18,19
"243",17,"ABQ","OAK",0,0,18,19
"244",18,"ABQ","OAK",0,0,18,19
"245",19,"ABQ","OAK",0,-1,18,19
"246",20,"ABQ","OAK",0,-1,18,19
"247",21,"ABQ","OAK",1,0,18,19
"248",23,"ABQ","OAK",0,-1,18,19
"249",24,"ABQ","OAK",-1,-1,18,19
"250",25,"ABQ","OAK",0,0,18,19
"251",26,"ABQ","OAK",0,-2,18,19
"252",27,"ABQ","OAK",0,-2,18,19
"253",28,"ABQ","OAK",0,-2,18,19
"254",30,"ABQ","OAK",-1,-2,18,19
"255",31,"ABQ","OAK",1,1,18,19
"256",2,"ABQ","SAN",2,2,18,19
"257",9,"ABQ","SAN",1,1,18,19
"258",10,"ABQ","SAN",9,9,18,19
"259",11,"ABQ","SAN",0,0,18,19
"260",12,"ABQ","SAN",0,-2,18,19
"261",13,"ABQ","SAN",1,0,18,19
"262",14,"ABQ","SAN",0,-1,18,19
"263",16,"ABQ","SAN",2,1,18,19
"264",17,"ABQ","SAN",1,1,18,19
"265",18,"ABQ","SAN",1,0,18,19
"266",19,"ABQ","SAN",1,0,18,19
"267",20,"ABQ","SAN",0,-1,18,19
"268",21,"ABQ","SAN",0,-1,18,19
"269",23,"ABQ","SAN",0,-2,18,19
"270",24,"ABQ","SAN",-1,-2,18,19
"271",25,"ABQ","SAN",0,-1,18,19
"272",26,"ABQ","SAN",0,0,18,19
"273",27,"ABQ","SAN",0,-1,18,19
"274",28,"ABQ","SAN",0,-1,18,19
"275",30,"ABQ","SAN",2,2,18,19
"276",31,"ABQ","SAN",1,0,18,19
"277",23,"ABQ","LAX",-1,-2,18,19
"278",16,"ABQ","LAX",0,-2,18,19
"279",9,"ABQ","LAX",-1,-1,18,19
"280",30,"ABQ","LAX",-1,-2,18,19
"281",5,"ABQ","LAX",-1,-1,18,19
"282",6,"ABQ","LAX",-1,-1,18,19
"283",4,"ABQ","LAX",0,-1,18,19
"284",24,"ABQ","LAX",0,-1,18,19
"285",21,"ABQ","LAX",-1,-2,18,19
"286",20,"ABQ","LAX",-1,-2,18,19
"287",27,"ABQ","LAX",-1,-2,18,19
"288",17,"ABQ","LAX",-1,-1,18,19
"289",10,"ABQ","LAX",-1,-1,18,19
"290",7,"ABQ","LAX",-1,-2,18,19
"291",14,"ABQ","LAX",-1,-2,18,19
"292",13,"ABQ","LAX",3,2,18,19
"293",31,"ABQ","LAX",0,-1,18,19
"294",28,"ABQ","LAX",-1,-2,18,19
"295",3,"ABQ","SAN",1,1,18,19
"296",4,"ABQ","SAN",6,5,18,19
"297",5,"ABQ","OAK",1,1,19,20
"298",6,"ABQ","OAK",0,-1,19,20
"299",7,"ABQ","OAK",4,3,19,20
"300",1,"ABQ","LAX",0,1,19,20
"302",2,"ABQ","LAX",6,7,19,20
"303",3,"ABQ","OAK",1,0,19,21
"304",4,"ABQ","OAK",2,1,19,21
"305",2,"ABQ","LAX",1,3,20,21
"306",9,"ABQ","LAX",1,1,20,21
"307",10,"ABQ","LAX",2,1,20,21
"308",11,"ABQ","LAX",2,1,20,21
"309",12,"ABQ","LAX",0,-2,20,21
"310",13,"ABQ","LAX",1,0,20,21
"311",14,"ABQ","LAX",8,6,20,21
"312",16,"ABQ","LAX",0,-1,20,21
"313",17,"ABQ","LAX",4,4,20,21
"314",18,"ABQ","LAX",1,0,20,21
"315",19,"ABQ","LAX",1,0,20,21
"316",20,"ABQ","LAX",1,0,20,21
"317",21,"ABQ","LAX",1,0,20,21
"318",23,"ABQ","LAX",0,-1,20,21
"319",24,"ABQ","LAX",-1,-2,20,21
"320",25,"ABQ","LAX",-1,-2,20,21
"321",26,"ABQ","LAX",0,-2,20,21
"322",27,"ABQ","LAX",3,1,20,21
"323",28,"ABQ","LAX",-1,-2,20,21
"324",30,"ABQ","LAX",0,0,20,21
"325",31,"ABQ","LAX",0,-2,20,21
"326",2,"ABQ","OAK",2,2,20,22
"327",5,"ABQ","LAX",0,-1,20,22
"328",6,"ABQ","LAX",0,-1,20,22
"329",7,"ABQ","LAX",-1,0,20,22
"330",3,"ABQ","LAX",1,2,21,22
"331",4,"ABQ","LAX",0,0,21,22
"332",2,"ACV","SMF",0,1,0,6
"333",3,"ACV","SMF",-1,0,0,6
"334",24,"ACV","SMF",0,0,0,6
"337",25,"ACV","SMF",0,0,0,6
"338",22,"ACV","SMF",-1,-1,0,6
"340",20,"ACV","SMF",-1,-1,0,6
"342",18,"ACV","SMF",0,0,0,6
"343",19,"ACV","SMF",-1,-1,0,6
"344",15,"ACV","SMF",-1,-1,0,6
"345",11,"ACV","SMF",1,1,0,6
"346",10,"ACV","SMF",0,2,0,6
"347",7,"ACV","SMF",-1,0,0,6
"348",8,"ACV","SMF",-1,-1,0,6
"351",13,"ACV","SMF",-1,-1,0,6
"352",12,"ACV","SMF",-1,0,0,6
"354",31,"ACV","SMF",0,-1,0,6
"355",29,"ACV","SMF",-1,0,0,6
"357",4,"ACV","SMF",1,1,0,6
"358",19,"ACV","SFO",-1,-2,6,7
"359",22,"ACV","SFO",-1,-1,6,7
"360",23,"ACV","SFO",-1,-1,6,7
"361",21,"ACV","SFO",-1,-1,6,7
"362",20,"ACV","SFO",0,-1,6,7
"363",24,"ACV","SFO",-1,-1,6,7
"364",27,"ACV","SFO",-1,0,6,7
"365",26,"ACV","SFO",-1,-1,6,7
"366",25,"ACV","SFO",-1,-1,6,7
"367",14,"ACV","SFO",-1,0,6,7
"368",16,"ACV","SFO",12,12,6,7
"371",15,"ACV","SFO",1,0,6,7
"372",10,"ACV","SFO",0,-1,6,7
"373",11,"ACV","SFO",-1,-1,6,7
"374",7,"ACV","SFO",-1,0,6,7
"375",8,"ACV","SFO",-1,-1,6,7
"376",6,"ACV","SFO",1,1,6,7
"377",9,"ACV","SFO",-1,-1,6,7
"378",12,"ACV","SFO",-1,0,6,7
"379",13,"ACV","SFO",0,0,6,7
"380",28,"ACV","SFO",-1,-2,6,7
"381",30,"ACV","SFO",-1,-1,6,7
"382",31,"ACV","SFO",-1,-2,6,7
"383",29,"ACV","SFO",0,1,6,7
"384",5,"ACV","SFO",-1,0,6,7
"385",4,"ACV","SFO",1,1,6,7
"386",3,"ACV","SFO",-1,-1,6,7
"387",2,"ACV","SFO",0,-1,6,7
"388",1,"ACV","SFO",4,5,8,9
"389",22,"ACV","CEC",4,4,8,8
"390",15,"ACV","CEC",-1,-2,8,8
"391",8,"ACV","CEC",-1,0,8,8
"392",29,"ACV","CEC",-1,-1,8,8
"393",5,"ACV","CEC",-1,-1,8,8
"394",4,"ACV","CEC",1,1,8,8
"395",19,"ACV","CEC",-1,-1,8,8
"396",21,"ACV","CEC",-1,-1,8,8
"397",20,"ACV","CEC",-1,-2,8,8
"398",24,"ACV","CEC",-1,-1,8,8
"399",27,"ACV","CEC",-1,-1,8,8
"400",26,"ACV","CEC",-1,-1,8,8
"401",25,"ACV","CEC",-1,0,8,8
"402",14,"ACV","CEC",7,6,8,8
"403",17,"ACV","CEC",0,0,8,8
"404",18,"ACV","CEC",1,1,8,8
"405",10,"ACV","CEC",4,4,8,8
"406",11,"ACV","CEC",0,0,8,8
"407",7,"ACV","CEC",0,0,8,8
"408",6,"ACV","CEC",0,0,8,8
"409",12,"ACV","CEC",-1,0,8,8
"410",13,"ACV","CEC",-1,-1,8,8
"411",28,"ACV","CEC",0,0,8,8
"412",31,"ACV","CEC",0,0,8,8
"414",2,"ACV","CEC",0,0,8,8
"415",3,"ACV","SFO",0,0,8,10
"416",2,"ACV","SFO",7,8,8,10
"417",1,"ACV","SFO",4,5,8,10
"418",6,"ACV","SFO",4,4,8,10
"419",5,"ACV","SFO",-1,-1,8,10
"420",4,"ACV","SFO",0,0,8,10
"421",25,"ACV","SFO",-1,-2,8,10
"422",26,"ACV","SFO",-1,2,8,10
"423",27,"ACV","SFO",1,1,8,10
"424",28,"ACV","SFO",3,4,8,10
"425",20,"ACV","SFO",0,0,8,10
"426",21,"ACV","SFO",-1,-1,8,10
"427",24,"ACV","SFO",-1,-1,8,10
"429",17,"ACV","SFO",12,12,8,10
"430",19,"ACV","SFO",0,-1,8,10
"431",10,"ACV","SFO",-1,-1,8,10
"432",11,"ACV","SFO",2,2,8,10
"434",13,"ACV","SFO",5,6,8,10
"435",12,"ACV","SFO",-1,-1,8,10
"436",14,"ACV","SFO",5,5,8,10
"437",31,"ACV","SFO",1,1,8,10
"438",23,"ACV","SFO",-1,0,8,10
"440",9,"ACV","SFO",4,3,8,10
"441",30,"ACV","SFO",5,4,8,10
"442",22,"ACV","SFO",-1,-1,8,10
"443",15,"ACV","SFO",-1,0,8,10
"444",8,"ACV","SFO",2,2,8,10
"445",29,"ACV","SFO",2,2,8,10
"447",5,"ACV","SFO",1,0,10,12
"448",4,"ACV","SFO",-1,-1,10,12
"449",19,"ACV","SFO",-1,-2,10,12
"451",20,"ACV","SFO",-1,-2,10,12
"452",27,"ACV","SFO",1,0,10,12
"453",24,"ACV","SFO",-1,-1,10,12
"454",25,"ACV","SFO",0,-1,10,12
"455",26,"ACV","SFO",-1,-2,10,12
"456",14,"ACV","SFO",4,3,10,12
"457",17,"ACV","SFO",12,12,10,12
"459",6,"ACV","SFO",2,2,10,12
"460",7,"ACV","SFO",0,0,10,12
"461",10,"ACV","SFO",-1,-1,10,12
"462",11,"ACV","SFO",-1,-1,10,12
"463",13,"ACV","SFO",5,5,10,12
"464",12,"ACV","SFO",-1,-1,10,12
"465",28,"ACV","SFO",5,5,10,12
"466",31,"ACV","SFO",-1,-1,10,12
"467",23,"ACV","SFO",7,6,10,12
"468",16,"ACV","SFO",12,12,10,12
"469",9,"ACV","SFO",0,0,10,12
"470",30,"ACV","SFO",4,4,10,12
"471",1,"ACV","SFO",3,4,10,12
"472",2,"ACV","SFO",9,10,10,12
"473",3,"ACV","SFO",1,1,10,12
"474",22,"ACV","SFO",-1,-1,11,12
"475",15,"ACV","SFO",-1,-2,11,12
"476",8,"ACV","SFO",2,2,11,12
"477",29,"ACV","SFO",3,3,11,12
"478",1,"ACV","SFO",2,4,12,13
"480",3,"ACV","SFO",1,1,12,13
"481",23,"ACV","SFO",-1,-2,12,14
"482",16,"ACV","SFO",4,4,12,14
"483",9,"ACV","SFO",4,3,12,14
"484",30,"ACV","SFO",3,3,12,14
"485",5,"ACV","SFO",-1,-1,13,14
"486",4,"ACV","SFO",-1,-2,13,14
"487",26,"ACV","SFO",-1,-1,13,14
"488",25,"ACV","SFO",-1,-2,13,14
"489",27,"ACV","SFO",-1,-1,13,14
"490",24,"ACV","SFO",-1,-1,13,14
"491",20,"ACV","SFO",-1,-1,13,14
"492",21,"ACV","SFO",0,0,13,14
"493",22,"ACV","SFO",-1,-1,13,14
"494",19,"ACV","SFO",-1,-1,13,14
"495",15,"ACV","SFO",-1,-2,13,14
"496",14,"ACV","SFO",1,1,13,14
"497",17,"ACV","SFO",9,9,13,14
"498",18,"ACV","SFO",-1,-1,13,14
"499",8,"ACV","SFO",2,2,13,14
"500",7,"ACV","SFO",5,5,13,14
"501",6,"ACV","SFO",-1,-1,13,14
"502",10,"ACV","SFO",-1,-1,13,14
"503",11,"ACV","SFO",-1,-1,13,14
"504",13,"ACV","SFO",12,12,13,14
"505",12,"ACV","SFO",-1,-1,13,14
"506",28,"ACV","SFO",4,5,13,14
"507",29,"ACV","SFO",-1,-1,13,14
"508",31,"ACV","SFO",3,3,13,14
"509",1,"ACV","SFO",2,3,15,17
"510",2,"ACV","SFO",5,7,15,17
"511",3,"ACV","SFO",2,2,15,17
"512",23,"ACV","SFO",1,0,16,17
"513",16,"ACV","SFO",2,2,16,17
"514",9,"ACV","SFO",0,0,16,17
"515",30,"ACV","SFO",1,1,16,17
"516",4,"ACV","SFO",-1,-1,16,17
"517",5,"ACV","SFO",4,4,16,17
"518",19,"ACV","SFO",-1,-2,16,17
"519",21,"ACV","SFO",-1,-1,16,17
"520",20,"ACV","SFO",1,1,16,17
"521",24,"ACV","SFO",-1,-2,16,17
"522",27,"ACV","SFO",-1,-1,16,17
"523",25,"ACV","SFO",-1,-2,16,17
"524",26,"ACV","SFO",-1,-2,16,17
"525",18,"ACV","SFO",0,0,16,17
"526",17,"ACV","SFO",1,1,16,17
"527",14,"ACV","SFO",9,9,16,17
"528",11,"ACV","SFO",-1,-1,16,17
"529",10,"ACV","SFO",-1,-1,16,17
"530",6,"ACV","SFO",0,0,16,17
"531",7,"ACV","SFO",-1,-1,16,17
"532",12,"ACV","SFO",-1,-1,16,17
"533",13,"ACV","SFO",12,12,16,17
"534",31,"ACV","SFO",0,0,16,17
"535",28,"ACV","SFO",4,4,16,17
"536",22,"ACV","SFO",-1,-1,17,18
"537",15,"ACV","SFO",-1,-1,17,18
"538",8,"ACV","SFO",1,1,17,18
"539",29,"ACV","SFO",2,3,17,18
"540",1,"ACV","SFO",0,1,17,19
"541",3,"ACV","SFO",-1,-1,18,19
"542",2,"ACV","SFO",7,7,18,19
"543",23,"ACV","SFO",-1,-2,18,19
"544",16,"ACV","SFO",3,2,18,19
"545",9,"ACV","SFO",-1,-2,18,19
"546",30,"ACV","SFO",0,-1,18,19
"547",4,"ACV","SFO",-1,-1,18,19
"548",5,"ACV","SFO",6,6,18,19
"549",20,"ACV","SFO",-1,-2,18,19
"550",21,"ACV","SFO",-1,0,18,19
"551",26,"ACV","SFO",-1,-1,18,19
"552",25,"ACV","SFO",-1,-2,18,19
"553",27,"ACV","SFO",-1,-1,18,19
"554",24,"ACV","SFO",-1,-2,18,19
"555",19,"ACV","SFO",-1,-2,18,19
"556",17,"ACV","SFO",2,2,18,19
"557",18,"ACV","SFO",-1,-1,18,19
"558",6,"ACV","SFO",-1,-1,18,19
"559",7,"ACV","SFO",-1,0,18,19
"560",10,"ACV","SFO",-1,-1,18,19
"561",11,"ACV","SFO",-1,-2,18,19
"562",12,"ACV","SFO",-1,-1,18,19
"563",13,"ACV","SFO",12,12,18,19
"564",14,"ACV","SFO",2,2,18,19
"565",31,"ACV","SFO",-1,0,18,19
"566",28,"ACV","SFO",4,6,18,19
"567",2,"ACV","SMF",2,2,19,20
"568",3,"ACV","SMF",-1,-1,19,20
"569",1,"ACV","SMF",-1,-1,19,20
"570",5,"ACV","SMF",-1,-1,19,20
"571",4,"ACV","SMF",-1,0,19,20
"573",20,"ACV","SMF",-1,-1,19,20
"574",21,"ACV","SMF",-1,-1,19,20
"576",24,"ACV","SMF",-1,-2,19,20
"577",26,"ACV","SMF",0,1,19,20
"578",25,"ACV","SMF",-1,-1,19,20
"579",14,"ACV","SMF",-1,-1,19,20
"580",17,"ACV","SMF",6,6,19,20
"581",18,"ACV","SMF",1,2,19,20
"582",11,"ACV","SMF",0,0,19,20
"583",10,"ACV","SMF",-2,-1,19,20
"584",6,"ACV","SMF",0,0,19,20
"585",7,"ACV","SMF",-1,-1,19,20
"586",13,"ACV","SMF",4,4,19,20
"587",12,"ACV","SMF",0,0,19,20
"589",31,"ACV","SMF",-1,-1,19,20
"590",23,"ACV","SMF",-1,-1,19,20
"591",16,"ACV","SMF",11,11,19,20
"592",9,"ACV","SMF",-2,-2,19,20
"593",30,"ACV","SMF",-1,-1,19,20
"594",9,"ACV","SFO",-1,-2,20,21
"595",23,"ACV","SFO",-1,-1,20,21
"596",16,"ACV","SFO",5,4,20,21
"597",30,"ACV","SFO",-2,-2,20,21
"599",1,"ACV","SFO",4,5,20,22
"600",3,"ACV","SFO",0,1,20,22
"601",23,"ASE","SFO",-1,-2,7,8
"602",16,"ASE","SFO",-1,3,7,8
"604",30,"ASE","SFO",-1,0,7,8
"605",2,"ASE","LAX",0,2,7,8
"606",3,"ASE","LAX",-1,0,7,8
"607",26,"ASE","SFO",-1,-1,7,8
"608",25,"ASE","SFO",-1,0,7,8
"609",27,"ASE","SFO",-1,0,7,8
"610",31,"ASE","SFO",-1,-1,7,8
"611",28,"ASE","SFO",-1,0,7,8
"612",19,"ASE","SFO",-1,-1,7,8
"613",21,"ASE","SFO",-1,-1,7,8
"614",24,"ASE","SFO",-1,0,7,8
"615",20,"ASE","SFO",-1,1,7,8
"616",14,"ASE","SFO",-1,-1,7,8
"618",18,"ASE","SFO",8,9,7,8
"620",11,"ASE","SFO",1,1,7,8
"621",7,"ASE","SFO",-1,-1,7,8
