"","DATE","ORIGIN","DEST","DEP_DELAY_GROUP","ARR_DELAY_GROUP","DEP","ARR"
"79712",26,"SFO","RDD",-1,-1,21,22
"79713",25,"SFO","RDD",-1,-1,21,22
"79714",27,"SFO","RDD",-1,-1,21,22
"79715",24,"SFO","RDD",-1,-1,21,22
"79716",19,"SFO","RDD",-1,-1,21,22
"79717",21,"SFO","RDD",-1,-1,21,22
"79718",20,"SFO","RDD",-1,-1,21,22
"79719",17,"SFO","RDD",-1,-1,21,22
"79720",18,"SFO","RDD",0,0,21,22
"79723",10,"SFO","RDD",0,0,21,22
"79724",11,"SFO","RDD",-1,-1,21,22
"79726",12,"SFO","RDD",-1,-2,21,22
"79727",14,"SFO","RDD",-1,-1,21,22
"79728",31,"SFO","RDD",2,2,21,22
"79731",3,"SFO","CIC",-1,-1,21,22
"79732",2,"SFO","SAN",12,12,21,23
"79733",3,"SFO","LAX",3,3,21,22
"79734",4,"SFO","LAX",2,2,21,22
"79735",9,"SFO","SAN",-1,-1,21,22
"79736",16,"SFO","SAN",-1,-1,21,22
"79737",23,"SFO","SAN",3,2,21,22
"79738",30,"SFO","SAN",-1,-1,21,22
"79739",5,"SFO","FLL",3,2,21,0
"79740",6,"SFO","FLL",0,0,21,0
"79741",7,"SFO","FLL",2,2,21,0
"79742",9,"SFO","FLL",3,2,21,0
"79744",13,"SFO","FLL",5,5,21,0
"79745",14,"SFO","FLL",0,1,21,0
"79746",16,"SFO","FLL",0,0,21,0
"79747",17,"SFO","FLL",1,1,21,0
"79748",20,"SFO","FLL",0,-1,21,0
"79749",21,"SFO","FLL",0,-1,21,0
"79751",24,"SFO","FLL",-1,0,21,0
"79752",27,"SFO","FLL",-1,0,21,0
"79753",28,"SFO","FLL",0,0,21,0
"79754",30,"SFO","FLL",-1,-1,21,0
"79755",31,"SFO","FLL",3,3,21,0
"79756",23,"SFO","GEG",-1,-1,21,23
"79757",16,"SFO","GEG",5,6,21,23
"79758",9,"SFO","GEG",-1,-1,21,23
"79759",30,"SFO","GEG",-1,0,21,23
"79760",4,"SFO","GEG",1,0,21,23
"79761",5,"SFO","GEG",-1,-1,21,23
"79762",20,"SFO","GEG",-1,-1,21,23
"79763",21,"SFO","GEG",-1,-1,21,23
"79764",25,"SFO","GEG",-1,-1,21,23
"79765",26,"SFO","GEG",-1,-1,21,23
"79766",27,"SFO","GEG",5,5,21,23
"79767",24,"SFO","GEG",-1,0,21,23
"79768",19,"SFO","GEG",0,0,21,23
"79769",18,"SFO","GEG",0,0,21,23
"79770",17,"SFO","GEG",-1,-1,21,23
"79771",6,"SFO","GEG",4,5,21,23
"79772",7,"SFO","GEG",4,5,21,23
"79773",10,"SFO","GEG",-1,-1,21,23
"79774",11,"SFO","GEG",-1,-1,21,23
"79775",12,"SFO","GEG",-1,0,21,23
"79776",13,"SFO","GEG",-1,0,21,23
"79777",14,"SFO","GEG",-1,-1,21,23
"79778",31,"SFO","GEG",4,5,21,23
"79779",28,"SFO","GEG",8,8,21,23
"79780",3,"SFO","LAS",0,0,21,23
"79781",4,"SFO","LAS",2,2,21,23
"79782",2,"SFO","GEG",1,1,21,23
"79783",22,"SFO","GEG",-1,-1,21,23
"79784",15,"SFO","GEG",-1,-1,21,23
"79785",8,"SFO","GEG",0,0,21,23
"79786",29,"SFO","GEG",-1,-2,21,23
"79787",3,"SFO","GEG",1,1,21,23
"79788",1,"SFO","GEG",4,4,21,23
"79789",8,"SFO","RDM",-1,-1,21,23
"79790",15,"SFO","RDM",-1,-1,21,23
"79791",22,"SFO","RDM",0,-1,21,23
"79792",29,"SFO","RDM",0,-1,21,23
"79793",1,"SFO","PHL",0,3,22,6
"79794",2,"SFO","PHL",2,1,22,6
"79795",3,"SFO","PHL",-1,-1,22,6
"79796",4,"SFO","PHL",1,0,22,6
"79797",5,"SFO","PHL",-1,0,22,6
"79798",6,"SFO","PHL",-1,-1,22,6
"79799",7,"SFO","PHL",-1,0,22,6
"79800",8,"SFO","PHL",-1,-2,22,6
"79801",9,"SFO","PHL",-1,-2,22,6
"79802",10,"SFO","PHL",-1,-2,22,6
"79803",11,"SFO","PHL",-1,-1,22,6
"79804",12,"SFO","PHL",-1,-2,22,6
"79805",13,"SFO","PHL",-1,-2,22,6
"79806",14,"SFO","PHL",-1,-2,22,6
"79807",15,"SFO","PHL",-1,-2,22,6
"79808",16,"SFO","PHL",-1,-1,22,6
"79809",17,"SFO","PHL",0,1,22,6
"79810",18,"SFO","PHL",-1,-2,22,6
"79811",19,"SFO","PHL",-1,-1,22,6
"79812",20,"SFO","PHL",-1,-1,22,6
"79813",21,"SFO","PHL",-1,-2,22,6
"79814",22,"SFO","PHL",-1,-1,22,6
"79815",23,"SFO","PHL",-1,-1,22,6
"79816",24,"SFO","PHL",-1,-2,22,6
"79817",25,"SFO","PHL",-1,0,22,6
"79818",26,"SFO","PHL",-1,1,22,6
"79819",27,"SFO","PHL",0,0,22,6
"79820",28,"SFO","PHL",-1,-1,22,6
"79821",29,"SFO","PHL",-1,-2,22,6
"79822",30,"SFO","PHL",-1,-1,22,6
"79823",31,"SFO","PHL",-1,-2,22,6
"79824",5,"SFO","RDM",-1,-1,22,23
"79825",4,"SFO","RDM",-1,-1,22,23
"79827",21,"SFO","RDM",0,-1,22,23
"79828",20,"SFO","RDM",-1,-1,22,23
"79829",27,"SFO","RDM",-1,-1,22,23
"79830",25,"SFO","RDM",-1,-1,22,23
"79831",26,"SFO","RDM",-1,-1,22,23
"79832",6,"SFO","RDM",-1,-1,22,23
"79833",11,"SFO","RDM",0,-1,22,23
"79834",9,"SFO","RDM",-1,-1,22,23
"79835",7,"SFO","RDM",1,1,22,23
"79836",19,"SFO","RDM",-1,0,22,23
"79837",16,"SFO","RDM",5,5,22,23
"79838",18,"SFO","RDM",-1,0,22,23
"79839",17,"SFO","RDM",0,-1,22,23
"79840",24,"SFO","RDM",-1,-1,22,23
"79841",23,"SFO","RDM",-1,-1,22,23
"79842",31,"SFO","RDM",4,4,22,23
"79843",30,"SFO","RDM",-1,-1,22,23
"79844",28,"SFO","RDM",5,5,22,23
"79845",14,"SFO","RDM",-1,-1,22,23
"79846",12,"SFO","RDM",-1,-2,22,23
"79848",3,"SFO","SAN",-1,-1,22,23
"79849",2,"SFO","EWR",3,3,22,6
"79850",1,"SFO","EWR",0,1,22,6
"79851",2,"SFO","SAN",-1,-1,22,23
"79852",5,"SFO","BOS",0,2,22,6
"79853",6,"SFO","BOS",-1,-1,22,6
"79854",7,"SFO","BOS",1,1,22,6
"79855",8,"SFO","BOS",-1,-1,22,6
"79856",9,"SFO","BOS",0,-2,22,6
"79857",10,"SFO","BOS",-1,-1,22,6
"79859",12,"SFO","BOS",5,4,22,6
"79860",13,"SFO","BOS",4,4,22,6
"79861",14,"SFO","BOS",-1,-2,22,6
"79862",15,"SFO","BOS",-1,-2,22,6
"79863",16,"SFO","BOS",3,2,22,6
"79864",17,"SFO","BOS",0,1,22,6
"79865",18,"SFO","BOS",0,-1,22,6
"79866",19,"SFO","BOS",0,-1,22,6
"79867",20,"SFO","BOS",-2,-2,22,6
"79868",21,"SFO","BOS",-1,-2,22,6
"79869",22,"SFO","BOS",-1,-1,22,6
"79870",23,"SFO","BOS",-1,-1,22,6
"79871",24,"SFO","BOS",-1,0,22,6
"79872",25,"SFO","BOS",1,2,22,6
"79874",27,"SFO","BOS",0,0,22,6
"79875",28,"SFO","BOS",1,0,22,6
"79876",29,"SFO","BOS",-1,-2,22,6
"79877",30,"SFO","BOS",0,-1,22,6
"79878",31,"SFO","BOS",0,-1,22,6
"79880",30,"SFO","EWR",-1,2,22,6
"79881",29,"SFO","EWR",0,0,22,6
"79882",28,"SFO","EWR",2,2,22,6
"79885",25,"SFO","EWR",-1,-1,22,6
"79886",24,"SFO","EWR",-1,0,22,6
"79887",23,"SFO","EWR",0,0,22,6
"79888",22,"SFO","EWR",-1,0,22,6
"79889",21,"SFO","EWR",2,2,22,6
"79890",20,"SFO","EWR",0,0,22,6
"79891",19,"SFO","EWR",-1,-1,22,6
"79892",18,"SFO","EWR",12,12,22,6
"79893",17,"SFO","EWR",0,0,22,6
"79894",16,"SFO","EWR",0,-1,22,6
"79895",15,"SFO","EWR",0,0,22,6
"79896",14,"SFO","EWR",1,0,22,6
"79897",13,"SFO","EWR",3,3,22,6
"79898",12,"SFO","EWR",0,3,22,6
"79900",10,"SFO","EWR",0,-1,22,6
"79901",9,"SFO","EWR",1,1,22,6
"79902",8,"SFO","EWR",0,-1,22,6
"79903",7,"SFO","EWR",0,0,22,6
"79904",6,"SFO","EWR",0,0,22,6
"79905",5,"SFO","EWR",5,5,22,6
"79906",4,"SFO","EWR",1,1,22,6
"79907",3,"SFO","EWR",3,3,22,6
"79908",1,"SFO","CLT",0,-1,22,6
"79909",2,"SFO","CLT",0,-2,22,6
"79910",3,"SFO","CLT",0,-1,22,6
"79911",4,"SFO","CLT",1,0,22,6
"79912",5,"SFO","CLT",-1,-1,22,6
"79913",6,"SFO","CLT",0,1,22,6
"79914",7,"SFO","CLT",0,0,22,6
"79915",8,"SFO","CLT",0,-1,22,6
"79916",9,"SFO","CLT",0,-1,22,6
"79917",10,"SFO","CLT",-1,-2,22,6
"79919",12,"SFO","CLT",-1,-2,22,6
"79920",13,"SFO","CLT",-1,-2,22,6
"79921",14,"SFO","CLT",1,2,22,6
"79922",15,"SFO","CLT",1,0,22,6
"79923",16,"SFO","CLT",0,-1,22,6
"79924",17,"SFO","CLT",-1,-1,22,6
"79925",18,"SFO","CLT",-1,-2,22,6
"79926",19,"SFO","CLT",0,-1,22,6
"79927",20,"SFO","CLT",0,-2,22,6
"79928",21,"SFO","CLT",-1,-2,22,6
"79929",22,"SFO","CLT",0,0,22,6
"79930",23,"SFO","CLT",0,-1,22,6
"79931",24,"SFO","CLT",-1,-2,22,6
"79932",25,"SFO","CLT",0,2,22,6
"79933",26,"SFO","CLT",-1,0,22,6
"79934",27,"SFO","CLT",-1,0,22,6
"79935",28,"SFO","CLT",0,0,22,6
"79936",29,"SFO","CLT",0,-1,22,6
"79937",30,"SFO","CLT",0,0,22,6
"79938",31,"SFO","CLT",-1,-1,22,6
"79939",1,"SFO","JFK",0,1,22,6
"79940",2,"SFO","JFK",0,-1,22,6
"79942",4,"SFO","JFK",0,1,22,6
"79943",29,"SFO","PSP",-1,-2,22,23
"79944",8,"SFO","PSP",-1,-2,22,23
"79945",15,"SFO","PSP",2,1,22,23
"79946",22,"SFO","PSP",-1,-2,22,23
"79947",2,"SFO","EUG",3,3,22,23
"79948",1,"SFO","JFK",0,-1,22,7
"79949",2,"SFO","JFK",-1,-2,22,7
"79950",3,"SFO","JFK",-1,-2,22,7
"79951",4,"SFO","JFK",-1,0,22,7
"79952",5,"SFO","JFK",-1,-1,22,7
"79953",6,"SFO","JFK",-1,-2,22,7
"79954",7,"SFO","JFK",-1,-2,22,7
"79955",8,"SFO","JFK",0,-2,22,7
"79956",9,"SFO","JFK",-1,-2,22,7
"79957",10,"SFO","JFK",-1,-2,22,7
"79959",12,"SFO","JFK",0,0,22,7
"79960",13,"SFO","JFK",0,-1,22,7
"79961",14,"SFO","JFK",-1,-2,22,7
"79962",15,"SFO","JFK",-1,-2,22,7
"79963",16,"SFO","JFK",-1,-2,22,7
"79964",17,"SFO","JFK",0,1,22,7
"79965",18,"SFO","JFK",-1,-1,22,7
"79966",19,"SFO","JFK",-1,-2,22,7
"79968",21,"SFO","JFK",-1,-2,22,7
"79969",22,"SFO","JFK",-1,-2,22,7
"79970",23,"SFO","JFK",-1,-1,22,7
"79971",24,"SFO","JFK",-1,-2,22,7
"79972",25,"SFO","JFK",-1,-2,22,7
"79974",27,"SFO","JFK",0,0,22,7
"79975",28,"SFO","JFK",0,-1,22,7
"79976",29,"SFO","JFK",0,-1,22,7
"79977",30,"SFO","JFK",-1,-2,22,7
"79978",31,"SFO","JFK",-1,-2,22,7
"79979",8,"SFO","JFK",0,-1,22,7
"79980",15,"SFO","JFK",-1,-2,22,7
"79981",22,"SFO","JFK",3,1,22,7
"79982",29,"SFO","JFK",-1,-2,22,7
"79983",4,"SFO","SAN",-1,-1,22,23
"79984",5,"SFO","SAN",-1,0,22,23
"79985",6,"SFO","SAN",-1,-1,22,23
"79986",7,"SFO","SAN",0,1,22,23
"79987",8,"SFO","SAN",-1,-1,22,23
"79988",10,"SFO","SAN",-1,-1,22,23
"79989",11,"SFO","SAN",-1,-1,22,23
"79990",12,"SFO","SAN",-1,-1,22,23
"79991",13,"SFO","SAN",0,0,22,23
"79992",14,"SFO","SAN",-1,-1,22,23
"79993",15,"SFO","SAN",-1,-1,22,23
"79994",17,"SFO","SAN",-1,-1,22,23
"79995",18,"SFO","SAN",-1,-1,22,23
"79996",19,"SFO","SAN",-2,-2,22,23
"79997",20,"SFO","SAN",-1,-1,22,23
"79998",21,"SFO","SAN",-1,-1,22,23
"80000",24,"SFO","SAN",-1,0,22,23
"80001",25,"SFO","SAN",-1,-1,22,23
"80002",26,"SFO","SAN",-1,-1,22,23
"80003",27,"SFO","SAN",-1,0,22,23
"80004",28,"SFO","SAN",0,1,22,23
"80005",29,"SFO","SAN",0,0,22,23
"80006",31,"SFO","SAN",-1,-1,22,23
"80007",3,"SFO","EUG",-1,1,22,23
"80008",1,"SFO","EUG",2,3,22,23
"80009",8,"SFO","LAX",0,-1,22,23
"80010",15,"SFO","LAX",-1,-1,22,23
"80011",22,"SFO","LAX",-1,-2,22,23
"80012",29,"SFO","LAX",-1,-1,22,23
"80013",2,"SFO","PSP",-1,0,22,23
"80014",2,"SFO","JFK",1,-1,22,7
"80015",3,"SFO","PDX",-1,-1,22,0
"80016",6,"SFO","ONT",-1,-1,22,23
"80017",24,"SFO","ONT",-1,-1,22,23
"80018",21,"SFO","ONT",-1,-2,22,23
"80019",22,"SFO","ONT",3,3,22,23
"80020",20,"SFO","ONT",-1,-1,22,23
"80021",18,"SFO","ONT",-1,-1,22,23
"80022",16,"SFO","ONT",-1,-1,22,23
"80023",19,"SFO","ONT",-1,-1,22,23
"80024",28,"SFO","ONT",0,1,22,23
"80025",27,"SFO","ONT",-1,2,22,23
"80026",25,"SFO","ONT",-1,-2,22,23
"80027",26,"SFO","ONT",-1,-1,22,23
"80028",23,"SFO","ONT",-1,-1,22,23
"80029",12,"SFO","ONT",-1,-1,22,23
"80030",14,"SFO","ONT",-1,-1,22,23
"80031",10,"SFO","ONT",2,2,22,23
"80034",7,"SFO","ONT",2,2,22,23
"80035",17,"SFO","ONT",6,6,22,23
"80036",15,"SFO","ONT",0,0,22,23
"80037",8,"SFO","ONT",6,5,22,23
"80038",31,"SFO","ONT",2,1,22,23
"80039",29,"SFO","ONT",-1,-1,22,23
"80041",30,"SFO","ONT",-1,-1,22,23
"80042",4,"SFO","ONT",0,0,22,23
"80043",5,"SFO","ONT",-1,-1,22,23
"80044",4,"SFO","JFK",0,1,22,7
"80045",5,"SFO","JFK",0,0,22,7
"80046",6,"SFO","JFK",-1,-1,22,7
"80047",7,"SFO","JFK",1,1,22,7
"80048",9,"SFO","JFK",-1,-2,22,7
"80049",10,"SFO","JFK",-1,-2,22,7
"80051",12,"SFO","JFK",-1,-2,22,7
"80052",13,"SFO","JFK",-1,0,22,7
"80053",14,"SFO","JFK",-1,-2,22,7
"80054",16,"SFO","JFK",0,-1,22,7
"80055",17,"SFO","JFK",-1,1,22,7
"80056",18,"SFO","JFK",0,-2,22,7
"80057",19,"SFO","JFK",-1,-1,22,7
"80058",20,"SFO","JFK",4,5,22,7
"80059",21,"SFO","JFK",-1,-2,22,7
"80060",23,"SFO","JFK",3,2,22,7
"80061",24,"SFO","JFK",0,1,22,7
"80062",25,"SFO","JFK",0,-1,22,7
"80064",27,"SFO","JFK",-1,1,22,7
"80065",28,"SFO","JFK",-1,-2,22,7
"80066",30,"SFO","JFK",-1,-2,22,7
"80067",31,"SFO","JFK",0,1,22,7
"80068",1,"SFO","SEA",-1,-2,22,0
"80069",2,"SFO","SEA",1,0,22,0
"80070",4,"SFO","SEA",-1,-1,22,0
"80071",5,"SFO","SEA",-1,-1,22,0
"80072",6,"SFO","SEA",0,0,22,0
"80073",7,"SFO","SEA",0,1,22,0
"80074",9,"SFO","SEA",-1,1,22,0
"80075",10,"SFO","SEA",-1,0,22,0
"80076",11,"SFO","SEA",-1,0,22,0
"80077",12,"SFO","SEA",-1,-1,22,0
"80078",13,"SFO","SEA",0,0,22,0
"80079",14,"SFO","SEA",-1,-1,22,0
"80080",16,"SFO","SEA",0,1,22,0
"80081",17,"SFO","SEA",-1,-1,22,0
"80082",18,"SFO","SEA",-1,0,22,0
"80083",19,"SFO","SEA",-1,-1,22,0
"80084",20,"SFO","SEA",-1,-1,22,0
"80085",21,"SFO","SEA",-1,-1,22,0
"80086",23,"SFO","SEA",-1,-1,22,0
"80087",24,"SFO","SEA",-1,-1,22,0
"80088",25,"SFO","SEA",-1,-1,22,0
"80089",26,"SFO","SEA",-1,-1,22,0
"80090",27,"SFO","SEA",-1,-2,22,0
"80091",28,"SFO","SEA",-1,0,22,0
"80092",30,"SFO","SEA",-1,-1,22,0
"80093",31,"SFO","SEA",-1,0,22,0
"80094",1,"SFO","PDX",3,2,22,0
"80095",9,"SFO","SAN",-1,0,22,23
"80096",16,"SFO","SAN",2,2,22,23
"80097",23,"SFO","SAN",-1,1,22,23
"80098",30,"SFO","SAN",0,0,22,23
"80099",1,"SFO","PSP",-1,0,22,23
"80100",3,"SFO","PSP",1,2,22,23
"80101",1,"SFO","JFK",-1,-1,22,7
"80102",3,"SFO","JFK",0,-2,22,7
"80103",1,"SFO","EWR",-1,-2,22,6
"80104",2,"SFO","EWR",-1,-2,22,6
"80105",3,"SFO","EWR",0,-1,22,6
"80106",3,"SFO","SBA",0,0,22,23
"80107",8,"SFO","SEA",-1,-1,22,0
"80108",15,"SFO","SEA",-1,-1,22,0
"80109",22,"SFO","SEA",-1,-2,22,0
"80110",29,"SFO","SEA",-1,-2,22,0
"80111",31,"SFO","PSP",0,0,22,23
"80112",14,"SFO","PSP",-1,0,22,23
"80113",12,"SFO","PSP",-1,0,22,23
"80114",13,"SFO","PSP",7,7,22,23
"80115",7,"SFO","PSP",2,2,22,23
"80116",11,"SFO","PSP",-1,-1,22,23
"80117",10,"SFO","PSP",-1,-1,22,23
"80118",19,"SFO","PSP",0,1,22,23
"80119",17,"SFO","PSP",-1,0,22,23
"80120",18,"SFO","PSP",-1,-1,22,23
"80121",24,"SFO","PSP",-1,0,22,23
"80122",6,"SFO","PSP",-1,1,22,23
"80123",26,"SFO","PSP",-1,0,22,23
"80124",25,"SFO","PSP",-1,-2,22,23
"80125",21,"SFO","PSP",-1,-1,22,23
"80126",20,"SFO","PSP",0,1,22,23
"80127",28,"SFO","PSP",4,4,22,23
"80128",27,"SFO","PSP",0,0,22,23
"80129",5,"SFO","PSP",-1,1,22,23
"80130",4,"SFO","PSP",0,1,22,23
"80131",4,"SFO","ORD",9,10,22,0
"80132",5,"SFO","ORD",-1,0,22,0
"80133",6,"SFO","ORD",0,0,22,0
"80134",7,"SFO","ORD",-1,-1,22,0
"80135",10,"SFO","ORD",0,-1,22,0
"80136",11,"SFO","ORD",0,0,22,0
"80137",12,"SFO","ORD",-1,-1,22,0
"80138",13,"SFO","ORD",4,2,22,0
"80139",14,"SFO","ORD",0,-1,22,0
"80140",17,"SFO","ORD",1,2,22,0
"80141",18,"SFO","ORD",0,-2,22,0
"80142",19,"SFO","ORD",-1,-1,22,0
"80143",20,"SFO","ORD",-1,-1,22,0
"80144",21,"SFO","ORD",-1,-2,22,0
"80145",24,"SFO","ORD",-1,0,22,0
"80146",25,"SFO","ORD",-1,-1,22,0
"80147",26,"SFO","ORD",-1,0,22,0
"80148",27,"SFO","ORD",-1,-1,22,0
"80149",28,"SFO","ORD",0,0,22,0
"80150",31,"SFO","ORD",-1,-1,22,0
"80151",10,"SFO","LAX",-1,-1,22,23
"80152",17,"SFO","LAX",-1,1,22,23
"80153",24,"SFO","LAX",-1,-1,22,23
"80154",31,"SFO","LAX",-1,-1,22,23
"80155",5,"SFO","LAX",-1,1,22,23
"80156",6,"SFO","LAX",-1,0,22,23
"80157",7,"SFO","LAX",-1,0,22,23
"80158",11,"SFO","LAX",-1,-1,22,23
"80159",12,"SFO","LAX",-1,-1,22,23
"80160",13,"SFO","LAX",1,1,22,23
"80161",14,"SFO","LAX",0,1,22,23
"80162",18,"SFO","LAX",-1,-2,22,23
"80163",19,"SFO","LAX",-1,0,22,23
"80164",20,"SFO","LAX",-1,0,22,23
"80165",21,"SFO","LAX",0,0,22,23
"80166",25,"SFO","LAX",-1,-1,22,23
"80167",26,"SFO","LAX",-1,-1,22,23
"80168",27,"SFO","LAX",1,1,22,23
"80169",28,"SFO","LAX",3,5,22,23
"80170",4,"SFO","ACV",-1,-1,22,23
"80171",5,"SFO","ACV",-1,-1,22,23
"80172",24,"SFO","ACV",-1,0,22,23
"80173",27,"SFO","ACV",0,1,22,23
"80174",26,"SFO","ACV",-1,-1,22,23
"80175",25,"SFO","ACV",0,0,22,23
"80176",21,"SFO","ACV",-1,0,22,23
"80177",20,"SFO","ACV",-1,0,22,23
"80178",22,"SFO","ACV",-1,-1,22,23
"80179",17,"SFO","ACV",4,3,22,23
"80180",18,"SFO","ACV",0,1,22,23
"80181",19,"SFO","ACV",-1,-1,22,23
"80182",15,"SFO","ACV",0,0,22,23
"80183",10,"SFO","ACV",-1,-1,22,23
"80184",11,"SFO","ACV",-1,0,22,23
"80185",7,"SFO","ACV",3,3,22,23
"80186",8,"SFO","ACV",-2,-2,22,23
"80187",6,"SFO","ACV",0,0,22,23
"80188",14,"SFO","ACV",-1,0,22,23
"80190",12,"SFO","ACV",-1,-1,22,23
"80191",28,"SFO","ACV",0,1,22,23
"80192",31,"SFO","ACV",0,0,22,23
"80193",29,"SFO","ACV",-1,-2,22,23
"80194",30,"SFO","PSP",2,2,22,23
"80195",9,"SFO","PSP",10,9,22,23
"80196",16,"SFO","PSP",4,4,22,23
"80197",23,"SFO","PSP",-1,-1,22,23
"80198",29,"SFO","MFR",1,1,22,23
"80199",22,"SFO","MFR",-1,-1,22,23
"80200",15,"SFO","MFR",0,0,22,23
"80201",8,"SFO","MFR",-1,-2,22,23
"80202",4,"SFO","LAX",-1,-1,22,23
"80203",2,"SFO","LAS",-1,-1,22,0
"80204",3,"SFO","LAS",-1,-1,22,0
"80205",1,"SFO","ATL",0,-1,22,6
"80206",2,"SFO","ATL",-1,-1,22,6
"80207",3,"SFO","ATL",0,-1,22,6
"80208",4,"SFO","ATL",-1,-1,22,6
"80209",5,"SFO","ATL",0,1,22,6
"80210",6,"SFO","ATL",0,-1,22,6
"80211",7,"SFO","ATL",-1,-1,22,6
"80212",8,"SFO","ATL",0,-1,22,6
"80215",11,"SFO","ATL",0,-1,22,6
"80216",12,"SFO","ATL",-1,-1,22,6
"80217",13,"SFO","ATL",0,0,22,6
"80218",14,"SFO","ATL",0,0,22,6
"80219",15,"SFO","ATL",0,1,22,6
"80220",16,"SFO","ATL",-1,-1,22,6
"80221",17,"SFO","ATL",-1,0,22,6
"80222",18,"SFO","ATL",0,-1,22,6
"80223",19,"SFO","ATL",-1,1,22,6
"80224",20,"SFO","ATL",-1,-1,22,6
"80225",21,"SFO","ATL",0,-1,22,6
"80226",22,"SFO","ATL",-1,-1,22,6
"80227",23,"SFO","ATL",0,0,22,6
"80228",24,"SFO","ATL",-1,1,22,6
"80229",25,"SFO","ATL",-1,0,22,6
"80230",26,"SFO","ATL",-1,0,22,6
"80231",27,"SFO","ATL",0,1,22,6
"80232",28,"SFO","ATL",-1,1,22,6
"80233",29,"SFO","ATL",-1,-1,22,6
"80234",30,"SFO","ATL",-1,0,22,6
"80235",31,"SFO","ATL",1,0,22,6
"80236",1,"SFO","ACV",3,3,22,23
"80237",2,"SFO","ACV",0,0,22,23
"80238",3,"SFO","ACV",-1,-1,22,23
"80239",2,"SFO","ONT",0,0,22,23
"80240",22,"SFO","MRY",-1,0,22,23
"80241",29,"SFO","MRY",-1,-1,22,23
"80242",8,"SFO","MRY",-1,-1,22,23
"80243",15,"SFO","MRY",-1,-1,22,23
"80244",5,"SFO","MFR",-1,0,22,23
"80245",4,"SFO","MFR",1,1,22,23
"80247",31,"SFO","MFR",2,2,22,23
"80250",27,"SFO","MFR",-1,-1,22,23
"80251",24,"SFO","MFR",-1,-1,22,23
"80252",25,"SFO","MFR",-1,-1,22,23
"80253",26,"SFO","MFR",-1,-1,22,23
"80254",19,"SFO","MFR",-1,-1,22,23
"80255",17,"SFO","MFR",-1,0,22,23
"80256",18,"SFO","MFR",-1,1,22,23
"80257",20,"SFO","MFR",-1,0,22,23
"80258",6,"SFO","MFR",-1,0,22,23
"80259",14,"SFO","MFR",-1,0,22,23
"80260",7,"SFO","MFR",0,1,22,23
"80261",28,"SFO","MFR",3,3,22,23
"80262",10,"SFO","MFR",0,0,22,23
"80263",11,"SFO","MFR",-1,-1,22,23
"80264",12,"SFO","SBA",-1,-2,22,23
"80265",7,"SFO","SBA",0,-1,22,23
"80266",6,"SFO","SBA",-1,-1,22,23
"80267",10,"SFO","SBA",-1,-2,22,23
"80268",11,"SFO","SBA",-1,-2,22,23
"80269",14,"SFO","SBA",1,1,22,23
"80270",31,"SFO","SBA",0,0,22,23
"80271",28,"SFO","SBA",-1,-1,22,23
"80273",17,"SFO","SBA",0,2,22,23
"80274",18,"SFO","SBA",-1,-1,22,23
"80275",27,"SFO","SBA",-1,-1,22,23
"80276",24,"SFO","SBA",-1,-1,22,23
"80277",25,"SFO","SBA",-2,-2,22,23
"80278",26,"SFO","SBA",-1,-1,22,23
"80279",19,"SFO","SBA",-1,-1,22,23
"80280",21,"SFO","SBA",-1,-1,22,23
"80281",20,"SFO","SBA",-1,-2,22,23
"80282",5,"SFO","SBA",-1,-1,22,23
"80283",4,"SFO","SBA",-1,-1,22,23
"80284",3,"SFO","SEA",0,0,22,0
"80285",8,"SFO","IAD",0,-2,22,6
"80286",15,"SFO","IAD",-1,-2,22,6
"80287",22,"SFO","IAD",-1,-2,22,6
"80288",29,"SFO","IAD",-1,-1,22,6
"80289",8,"SFO","ORD",0,-1,22,0
"80290",15,"SFO","ORD",-1,-1,22,0
"80291",22,"SFO","ORD",-1,1,22,0
"80292",29,"SFO","ORD",-1,0,22,0
"80293",4,"SFO","BOS",0,2,22,7
"80294",5,"SFO","BOS",0,2,22,7
"80295",6,"SFO","BOS",7,7,22,7
"80296",7,"SFO","BOS",2,2,22,7
"80297",9,"SFO","BOS",0,-1,22,7
"80298",10,"SFO","BOS",-1,0,22,7
"80300",12,"SFO","BOS",0,0,22,7
"80301",13,"SFO","BOS",2,2,22,7
"80302",14,"SFO","BOS",-1,-1,22,7
"80303",16,"SFO","BOS",0,-1,22,7
"80304",17,"SFO","BOS",0,1,22,7
"80305",18,"SFO","BOS",-1,-1,22,7
"80306",19,"SFO","BOS",-1,0,22,7
"80307",20,"SFO","BOS",0,3,22,7
"80308",21,"SFO","BOS",-1,0,22,7
"80309",23,"SFO","BOS",-1,0,22,7
"80310",24,"SFO","BOS",-1,0,22,7
"80311",25,"SFO","BOS",-1,1,22,7
"80313",27,"SFO","BOS",0,2,22,7
"80314",28,"SFO","BOS",-1,-1,22,7
"80315",30,"SFO","BOS",-1,0,22,7
"80316",31,"SFO","BOS",0,0,22,7
"80317",2,"SFO","PDX",2,1,22,0
"80318",4,"SFO","PDX",0,0,22,0
"80319",5,"SFO","PDX",-1,-1,22,0
"80320",6,"SFO","PDX",-1,-1,22,0
"80321",7,"SFO","PDX",1,0,22,0
"80322",10,"SFO","PDX",-1,-1,22,0
"80323",11,"SFO","PDX",-1,-1,22,0
